Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island,Special Status,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/21/2020,Sulawesi Selatan,0,0,0,0,2,0,1,1,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0,0.21,0,0,0,0.5,1,1
3/21/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/21/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/22/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/22/2020,Banten,0,2,0,-2,6,15,118,-127,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0,0.56,0.19,1.4,2.5,19.6667,1,
3/22/2020,DKI Jakarta,2,0,3,-1,83,41,60,-18,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,0.18,7.65,0,3.78,0.494,0.7229,0.25,0
3/22/2020,Daerah Istimewa Yogyakarta,0,0,0,0,2,0,2,0,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0,0.55,0,0,0,1,1,1
3/22/2020,Indonesia,64,10,9,45,514,48,29,437,,,,98,7230,8488,74953,1916907,265185520,138.34,0.24,1.94,0.04,0.18,0.0934,0.0564,0.79,1.67
3/22/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/22/2020,Jawa Barat,3,3,1,-1,53,11,17,25,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.07,1.17,0.07,0.24,0.2075,0.3208,0.6,
3/22/2020,Jawa Tengah,1,0,1,0,19,11,14,-6,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.03,0.52,0,0.3,0.5789,0.7368,1,0
3/22/2020,Jawa Timur,14,0,0,14,53,34,215,-196,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.35,1.31,0,0.84,0.6415,4.0566,1.56,0
3/22/2020,Kalimantan Timur,0,0,0,0,7,0,2,5,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0,1.97,0,0,0,0.2857,1,1
3/22/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/22/2020,Maluku,1,0,0,1,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0.54,0.54,0,0,0,0,,
3/22/2020,Papua,2,0,0,2,2,1,1,0,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0.46,0.46,0,0.23,0.5,0.5,,
3/22/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/22/2020,Sulawesi Selatan,0,0,0,0,2,0,1,1,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0,0.21,0,0,0,0.5,1,1
3/22/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/22/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/23/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/23/2020,Banten,0,2,3,-5,6,17,121,-132,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0,0.56,0.19,1.59,2.8333,20.1667,1,1
3/23/2020,DKI Jakarta,0,0,0,0,83,41,60,-18,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,0,7.65,0,3.78,0.494,0.7229,0,1
3/23/2020,Daerah Istimewa Yogyakarta,0,1,0,-1,2,1,2,-1,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0,0.55,0.28,0.28,0.5,1,1,
3/23/2020,Indonesia,65,1,1,63,579,49,30,500,,,,98,7230,8488,74953,1916907,265185520,138.34,0.25,2.18,0,0.18,0.0846,0.0518,1.02,0.1
3/23/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/23/2020,Jawa Barat,6,4,0,2,59,15,17,27,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.13,1.31,0.09,0.33,0.2542,0.2881,2,1.33
3/23/2020,Jawa Tengah,3,0,0,3,22,11,14,-3,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.08,0.6,0,0.3,0.5,0.6364,3,1
3/23/2020,Jawa Timur,2,1,0,1,55,35,215,-195,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.05,1.36,0.02,0.86,0.6364,3.9091,0.14,
3/23/2020,Kalimantan Timur,1,0,0,1,8,0,2,6,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0.28,2.25,0,0,0,0.25,,1
3/23/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/23/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,0,1
3/23/2020,Maluku Utara,1,0,0,1,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0.76,0.76,0,0,0,2,,
3/23/2020,Papua,0,0,0,0,2,1,1,0,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,0.46,0,0.23,0.5,0.5,0,1
3/23/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/23/2020,Sulawesi Selatan,0,1,0,-1,2,1,1,0,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0,0.21,0.11,0.11,0.5,0.5,1,
3/23/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/23/2020,Sumatera Selatan,1,2,0,-1,1,2,1,-2,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,0.12,0.12,0.24,0.24,2,1,,
3/23/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/24/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/24/2020,Banten,0,1,3,-4,6,18,124,-136,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0,0.56,0.09,1.68,3,20.6667,1,0.5
3/24/2020,DKI Jakarta,16,19,3,-6,99,60,63,-24,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,1.48,9.13,1.75,5.53,0.6061,0.6364,,
3/24/2020,Daerah Istimewa Yogyakarta,0,0,0,0,2,1,2,-1,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0,0.55,0,0.28,0.5,1,1,0
3/24/2020,Indonesia,106,6,0,100,685,55,30,600,,,,98,7230,8488,74953,1916907,265185520,138.34,0.4,2.58,0.02,0.21,0.0803,0.0438,1.63,6
3/24/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/24/2020,Jawa Barat,2,2,2,-2,61,17,19,25,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.04,1.35,0.04,0.38,0.2787,0.3115,0.33,0.5
3/24/2020,Jawa Tengah,3,1,1,1,25,12,15,-2,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.08,0.69,0.03,0.33,0.48,0.6,1,
3/24/2020,Jawa Timur,3,1,0,2,58,36,215,-193,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.07,1.43,0.02,0.89,0.6207,3.7069,1.5,1
3/24/2020,Kalimantan Timur,0,0,0,0,8,0,2,6,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0,2.25,0,0,0,0.25,0,1
3/24/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/24/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,1,1
3/24/2020,Maluku Utara,0,0,0,0,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,0.76,0,0,0,2,0,1
3/24/2020,Papua,0,0,0,0,2,1,1,0,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,0.46,0,0.23,0.5,0.5,1,1
3/24/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/24/2020,Sulawesi Selatan,2,0,0,2,4,1,1,2,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0.21,0.42,0,0.11,0.25,0.25,,0
3/24/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/24/2020,Sumatera Selatan,0,0,0,0,1,2,1,-2,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,0,0.12,0,0.24,2,1,0,0
3/24/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/25/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/25/2020,Banten,0,1,3,-4,6,19,127,-140,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0,0.56,0.09,1.77,3.1667,21.1667,1,1
3/25/2020,DKI Jakarta,1,1,0,0,100,61,63,-24,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,0.09,9.22,0.09,5.62,0.61,0.63,0.06,0.05
3/25/2020,Daerah Istimewa Yogyakarta,1,1,0,0,3,2,2,-1,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0.28,0.83,0.28,0.55,0.6667,0.6667,,
3/25/2020,Indonesia,105,3,1,101,790,58,31,701,,,,98,7230,8488,74953,1916907,265185520,138.34,0.4,2.98,0.01,0.22,0.0734,0.0392,0.99,0.5
3/25/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/25/2020,Jawa Barat,5,0,1,4,66,17,20,29,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.11,1.46,0,0.38,0.2576,0.303,2.5,0
3/25/2020,Jawa Tengah,23,1,1,21,48,13,16,19,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.63,1.32,0.03,0.36,0.2708,0.3333,7.67,1
3/25/2020,Jawa Timur,9,0,1,8,67,36,216,-185,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.22,1.66,0,0.89,0.5373,3.2239,3,0
3/25/2020,Kalimantan Timur,0,0,0,0,8,0,2,6,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0,2.25,0,0,0,0.25,1,1
3/25/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/25/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,1,1
3/25/2020,Maluku Utara,0,0,0,0,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,0.76,0,0,0,2,1,1
3/25/2020,Papua,0,0,0,0,2,1,1,0,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,0.46,0,0.23,0.5,0.5,1,1
3/25/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/25/2020,Sulawesi Selatan,9,0,0,9,13,1,1,11,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0.95,1.38,0,0.11,0.0769,0.0769,4.5,1
3/25/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/25/2020,Sumatera Selatan,0,0,0,0,1,2,1,-2,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,0,0.12,0,0.24,2,1,1,1
3/25/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/26/2020,Aceh,1,0,0,1,1,0,0,1,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,0.19,0.19,0,0,0,0,,
3/26/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/26/2020,Banten,0,0,4,-4,6,19,131,-144,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0,0.56,0,1.77,3.1667,21.8333,1,0
3/26/2020,DKI Jakarta,57,2,0,55,157,63,63,31,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,5.26,14.48,0.18,5.81,0.4013,0.4013,57,2
3/26/2020,Daerah Istimewa Yogyakarta,0,0,0,0,3,2,2,-1,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0,0.83,0,0.55,0.6667,0.6667,0,0
3/26/2020,Indonesia,103,20,4,79,893,78,35,780,,,,98,7230,8488,74953,1916907,265185520,138.34,0.39,3.37,0.08,0.29,0.0873,0.0392,0.98,6.67
3/26/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/26/2020,Jawa Barat,5,1,0,4,71,18,20,33,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.11,1.57,0.02,0.4,0.2535,0.2817,1,
3/26/2020,Jawa Tengah,4,0,1,3,52,13,17,22,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.11,1.43,0,0.36,0.25,0.3269,0.17,0
3/26/2020,Jawa Timur,13,1,0,12,80,37,216,-173,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.32,1.98,0.02,0.91,0.4625,2.7,1.44,
3/26/2020,Kalimantan Tengah,2,0,0,2,2,1,39,-38,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,0.78,0.78,0,0.39,0.5,19.5,,
3/26/2020,Kalimantan Timur,0,0,0,0,8,0,2,6,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0,2.25,0,0,0,0.25,1,1
3/26/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/26/2020,Lampung,2,0,0,2,2,1,0,1,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,0.22,0.22,0,0.11,0.5,0,,
3/26/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,1,1
3/26/2020,Maluku Utara,0,0,0,0,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,0.76,0,0,0,2,1,1
3/26/2020,Papua,4,0,0,4,6,1,1,4,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0.92,1.38,0,0.23,0.1667,0.1667,,1
3/26/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/26/2020,Sulawesi Selatan,14,0,0,14,27,1,1,25,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,1.49,2.86,0,0.11,0.037,0.037,1.56,1
3/26/2020,Sulawesi Tengah,1,0,0,1,1,0,0,1,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,0.34,0.34,0,0,0,0,,
3/26/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/26/2020,Sulawesi Utara,1,0,1,0,1,0,1,0,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,0.38,0.38,0,0,0,1,,
3/26/2020,Sumatera Barat,3,0,0,3,3,0,1,2,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,0.54,0.54,0,0,0,0.3333,,
3/26/2020,Sumatera Selatan,0,0,0,0,1,2,1,-2,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,0,0.12,0,0.24,2,1,1,1
3/26/2020,Sumatera Utara,0,0,0,0,1,1,0,0,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0,0.07,1,0,1,1
3/27/2020,Aceh,3,0,0,3,4,0,0,4,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,0.57,0.76,0,0,0,0,3,1
3/27/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/27/2020,Banten,25,2,3,20,31,21,134,-124,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,2.33,2.89,0.19,1.96,0.6774,4.3226,,
3/27/2020,DKI Jakarta,74,7,6,61,231,70,69,92,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,6.82,21.3,0.65,6.45,0.303,0.2987,1.3,3.5
3/27/2020,Daerah Istimewa Yogyakarta,1,0,0,1,4,2,2,0,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0.28,1.1,0,0.55,0.5,0.5,,1
3/27/2020,Indonesia,153,9,11,133,1046,87,46,913,,,,98,7230,8488,74953,1916907,265185520,138.34,0.58,3.94,0.03,0.33,0.0832,0.044,1.49,0.45
3/27/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/27/2020,Jawa Barat,16,3,1,12,87,21,21,45,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.35,1.93,0.07,0.46,0.2414,0.2414,3.2,3
3/27/2020,Jawa Tengah,8,1,1,6,60,14,18,28,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.22,1.65,0.03,0.38,0.2333,0.3,2,
3/27/2020,Jawa Timur,3,1,0,2,83,38,216,-171,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.07,2.05,0.02,0.94,0.4578,2.6024,0.23,1
3/27/2020,Kalimantan Tengah,0,0,0,0,2,1,39,-38,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,0,0.78,0,0.39,0.5,19.5,0,1
3/27/2020,Kalimantan Timur,0,0,0,0,8,0,2,6,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,0,2.25,0,0,0,0.25,1,1
3/27/2020,Kepulauan Riau,0,0,0,0,1,1,0,0,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,0.52,0,0.52,1,0,1,1
3/27/2020,Lampung,1,0,0,1,3,1,0,2,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,0.11,0.33,0,0.11,0.3333,0,0.5,1
3/27/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,1,1
3/27/2020,Maluku Utara,0,0,0,0,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,0.76,0,0,0,2,1,1
3/27/2020,Papua,0,0,0,0,6,1,1,4,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,1.38,0,0.23,0.1667,0.1667,0,1
3/27/2020,Papua Barat,2,0,0,2,2,1,0,1,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,1.75,1.75,0,0.88,0.5,0,,
3/27/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/27/2020,Sulawesi Selatan,2,0,0,2,29,1,1,27,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0.21,3.08,0,0.11,0.0345,0.0345,0.14,1
3/27/2020,Sulawesi Tengah,0,0,0,0,1,0,0,1,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,0,0.34,0,0,0,0,0,1
3/27/2020,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0,1.14,0,0,0,0,1,1
3/27/2020,Sulawesi Utara,0,0,0,0,1,0,1,0,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,0,0.38,0,0,0,1,0,1
3/27/2020,Sumatera Barat,2,0,0,2,5,0,1,4,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,0.36,0.91,0,0,0,0.2,0.67,1
3/27/2020,Sumatera Selatan,0,0,0,0,1,2,1,-2,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,0,0.12,0,0.24,2,1,1,1
3/27/2020,Sumatera Utara,0,1,0,-1,1,2,0,-1,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,0,0.07,0.07,0.13,2,0,1,
3/28/2020,Aceh,1,0,0,1,5,0,0,5,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,0.19,0.95,0,0,0,0,0.33,1
3/28/2020,Bali,0,0,0,0,2,2,3,-3,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,0,0.47,0,0.47,1,1.5,1,1
3/28/2020,Banten,10,2,7,1,41,23,141,-123,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,0.93,3.82,0.19,2.15,0.561,3.439,0.4,1
3/28/2020,DKI Jakarta,48,9,9,30,279,79,78,122,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,4.43,25.72,0.83,7.28,0.2832,0.2796,0.65,1.29
3/28/2020,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,0,1.1,0,0.55,0.5,0.5,0,1
3/28/2020,Indonesia,109,15,13,81,1155,102,59,994,,,,98,7230,8488,74953,1916907,265185520,138.34,0.41,4.36,0.06,0.38,0.0883,0.0511,0.71,1.67
3/28/2020,Jambi,0,0,0,0,1,0,0,1,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,0,0.29,0,0,0,0,1,1
3/28/2020,Jawa Barat,19,3,1,15,106,24,22,60,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,0.42,2.35,0.07,0.53,0.2264,0.2075,1.19,1
3/28/2020,Jawa Tengah,15,2,2,11,75,16,20,39,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,0.41,2.06,0.05,0.44,0.2133,0.2667,1.88,2
3/28/2020,Jawa Timur,14,2,2,10,97,40,218,-161,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,0.35,2.4,0.05,0.99,0.4124,2.2474,4.67,2
3/28/2020,Kalimantan Tengah,1,0,0,1,3,1,39,-37,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,0.39,1.17,0,0.39,0.3333,13,,1
3/28/2020,Kalimantan Timur,5,0,0,5,13,0,2,11,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,1.41,3.66,0,0,0,0.1538,,1
3/28/2020,Kalimantan Utara,2,0,0,2,2,0,0,2,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,3.08,3.08,0,0,0,0,,
3/28/2020,Kepulauan Riau,1,0,2,-1,2,1,2,-1,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0.52,1.04,0,0.52,0.5,1,,1
3/28/2020,Lampung,0,0,0,0,3,1,0,2,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,0,0.33,0,0.11,0.3333,0,0,1
3/28/2020,Maluku,0,0,0,0,1,0,0,1,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0,0.54,0,0,0,0,1,1
3/28/2020,Maluku Utara,0,0,0,0,1,0,2,-1,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,0.76,0,0,0,2,1,1
3/28/2020,Papua,0,0,0,0,6,1,1,4,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,1.38,0,0.23,0.1667,0.1667,1,1
3/28/2020,Papua Barat,0,0,0,0,2,1,0,1,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,0,1.75,0,0.88,0.5,0,0,1
3/28/2020,Riau,0,0,0,0,2,0,3,-1,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,0,0.33,0,0,0,1.5,1,1
3/28/2020,Sulawesi Barat,1,0,0,1,1,0,0,1,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,0.64,0.64,0,0,0,0,,
3/28/2020,Sulawesi Selatan,3,0,0,3,32,1,1,30,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,0.32,3.39,0,0.11,0.0313,0.0313,1.5,1
3/28/2020,Sulawesi Tengah,1,0,0,1,2,0,0,2,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,0.34,0.68,0,0,0,0,,1
