Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island,Special Status,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
04/10/2021,Kepulauan Riau,25,1,29,-5,9524,235,8865,424,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,12.96,4936.25,0.52,121.8,0.0247,0.9308,0.43,1
04/10/2021,Lampung,54,2,22,30,14458,777,13065,616,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,5.94,1589.56,0.22,85.43,0.0537,0.9037,1.1,
04/10/2021,Maluku,1,0,3,-2,7404,112,6935,357,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,0.54,4008.45,0,60.64,0.0151,0.9367,0.5,1
04/10/2021,Maluku Utara,4,0,4,0,4357,120,3723,514,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,3.06,3331.54,0,91.76,0.0275,0.8545,,1
04/10/2021,Nusa Tenggara Barat,17,0,20,-3,9816,361,7555,1900,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,3.23,1862.53,0,68.5,0.0368,0.7697,0.68,1
04/10/2021,Nusa Tenggara Timur,45,0,3,42,12800,349,11205,1246,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,8.32,2365.41,0,64.49,0.0273,0.8754,1.07,0
04/10/2021,Papua,73,1,0,72,20002,253,10726,9023,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,16.82,4608.39,0.23,58.29,0.0126,0.5362,1.11,
04/10/2021,Papua Barat,15,0,24,-9,8525,140,8001,384,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,13.15,7473.47,0,122.73,0.0164,0.9385,0.56,1
04/10/2021,Riau,265,1,142,122,36805,899,33858,2048,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,43.63,6059.33,0.16,148.01,0.0244,0.9199,1.15,0.25
04/10/2021,Sulawesi Barat,3,0,0,3,5387,114,5211,62,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,1.92,3453.24,0,73.08,0.0212,0.9673,0.5,1
04/10/2021,Sulawesi Selatan,96,1,83,12,60639,913,59104,622,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,10.18,6432.56,0.11,96.85,0.0151,0.9747,1.2,0.5
04/10/2021,Sulawesi Tengah,20,1,23,-4,11522,307,10458,757,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,6.77,3898.41,0.34,103.87,0.0266,0.9077,0.36,1
04/10/2021,Sulawesi Tenggara,1,0,0,1,10316,206,9689,421,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0.38,3914.31,0,78.16,0.02,0.9392,1,1
04/10/2021,Sulawesi Utara,1,0,6,-5,15415,502,12521,2392,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,0.38,5834.85,0,190.02,0.0326,0.8123,,1
04/10/2021,Sumatera Barat,155,5,54,96,32955,715,30689,1551,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,28.08,5970.93,0.91,129.55,0.0217,0.9312,1.07,2.5
04/10/2021,Sumatera Selatan,94,12,99,-17,18451,877,16230,1344,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,11.44,2245.32,1.46,106.72,0.0475,0.8796,1.19,4
04/10/2021,Sumatera Utara,78,2,84,-8,28076,930,24791,2355,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.24,1887.48,0.13,62.52,0.0331,0.883,0.99,2
04/11/2021,Aceh,7,0,0,7,10082,403,8155,1524,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,1.33,1921.38,0,76.8,0.04,0.8089,0.35,0
04/11/2021,Bali,115,0,108,7,41734,1203,38856,1675,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,27.28,9898.55,0,285.33,0.0288,0.931,0.75,0
04/11/2021,Banten,105,1,65,39,45002,1173,41965,1864,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,9.79,4197.02,0.09,109.4,0.0261,0.9325,1.06,0.5
04/11/2021,Bengkulu,45,0,30,15,5795,158,5240,397,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,22.51,2898.17,0,79.02,0.0273,0.9042,2.81,1
04/11/2021,DKI Jakarta,1031,7,1396,-372,392591,6424,379214,6953,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,95.06,36196.36,0.65,592.28,0.0164,0.9659,1.06,1
04/11/2021,Daerah Istimewa Yogyakarta,130,6,203,-79,35585,859,29738,4988,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,35.8,9800.29,1.65,236.57,0.0241,0.8357,0.57,0.86
04/11/2021,Gorontalo,10,0,0,10,5257,150,4884,223,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,8.47,4452.63,0,127.05,0.0285,0.929,1.43,1
04/11/2021,Indonesia,4127,87,5219,-1179,1566995,42530,1414507,109958,,,,98,7230,8488,74953,1916907,265185520,138.34,15.56,5909.05,0.33,160.38,0.0271,0.9027,0.87,0.92
04/11/2021,Jambi,20,1,9,10,6640,97,5337,1206,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,5.73,1900.75,0.29,27.77,0.0146,0.8038,2.5,
04/11/2021,Jawa Barat,763,5,719,39,260309,3424,231790,25095,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,16.89,5763.98,0.11,75.82,0.0132,0.8904,0.69,0.63
04/11/2021,Jawa Tengah,206,22,359,-175,174212,7691,138940,27581,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,5.66,4790.77,0.6,211.5,0.0441,0.7975,0.73,
04/11/2021,Jawa Timur,247,23,340,-116,142541,10188,130268,2085,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,6.1,3521.35,0.57,251.69,0.0715,0.9139,0.89,0.82
04/11/2021,Kalimantan Barat,52,0,43,9,6413,34,5797,582,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,9.59,1182.6,0,6.27,0.0053,0.9039,0.71,1
04/11/2021,Kalimantan Selatan,241,0,290,-49,30397,873,26647,2877,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,59.9,7555.71,0,217,0.0287,0.8766,0.94,0
04/11/2021,Kalimantan Tengah,143,0,333,-190,18278,405,15213,2660,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,55.64,7111.26,0,157.57,0.0222,0.8323,1.25,0
04/11/2021,Kalimantan Timur,202,7,251,-56,65604,1572,61667,2365,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,56.87,18468.6,1.97,442.54,0.024,0.94,1.08,1.4
04/11/2021,Kalimantan Utara,10,0,51,-41,11381,179,9766,1436,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,15.42,17552.25,0,276.06,0.0157,0.8581,0.37,1
04/11/2021,Kepulauan Bangka Belitung,183,2,142,39,10292,171,9304,817,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,132.63,7459.23,1.45,123.93,0.0166,0.904,3.39,1
04/11/2021,Kepulauan Riau,38,0,7,31,9562,235,8872,455,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,19.7,4955.94,0,121.8,0.0246,0.9278,1.52,0
04/11/2021,Lampung,52,0,42,10,14510,777,13107,626,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,5.72,1595.28,0,85.43,0.0535,0.9033,0.96,0
04/11/2021,Maluku,7,0,33,-26,7411,112,6968,331,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,3.79,4012.24,0,60.64,0.0151,0.9402,7,1
04/11/2021,Maluku Utara,0,0,94,-94,4357,120,3817,420,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,3331.54,0,91.76,0.0275,0.8761,0,1
04/11/2021,Nusa Tenggara Barat,19,0,3,16,9835,361,7558,1916,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,3.61,1866.14,0,68.5,0.0367,0.7685,1.12,1
04/11/2021,Nusa Tenggara Timur,0,0,2,-2,12800,349,11207,1244,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,0,2365.41,0,64.49,0.0273,0.8755,0,1
04/11/2021,Papua,20,1,39,-20,20022,254,10765,9003,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,4.61,4612.99,0.23,58.52,0.0127,0.5377,0.27,1
04/11/2021,Papua Barat,10,0,9,1,8535,140,8010,385,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,8.77,7482.24,0,122.73,0.0164,0.9385,0.67,1
04/11/2021,Riau,191,5,135,51,36996,904,33993,2099,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,31.44,6090.78,0.82,148.83,0.0244,0.9188,0.72,5
04/11/2021,Sulawesi Barat,0,0,1,-1,5387,114,5212,61,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,0,3453.24,0,73.08,0.0212,0.9675,0,1
04/11/2021,Sulawesi Selatan,30,0,130,-100,60669,913,59234,522,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,3.18,6435.74,0,96.85,0.015,0.9763,0.31,0
04/11/2021,Sulawesi Tengah,8,1,39,-32,11530,308,10497,725,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,2.71,3901.11,0.34,104.21,0.0267,0.9104,0.4,1
04/11/2021,Sulawesi Tenggara,2,0,0,2,10318,206,9689,423,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0.76,3915.06,0,78.16,0.02,0.939,2,1
04/11/2021,Sulawesi Utara,14,0,143,-129,15429,502,12664,2263,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,5.3,5840.15,0,190.02,0.0325,0.8208,14,1
04/11/2021,Sumatera Barat,114,1,153,-40,33069,716,30842,1511,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,20.65,5991.58,0.18,129.73,0.0217,0.9327,0.74,0.2
04/11/2021,Sumatera Selatan,52,0,93,-41,18503,877,16323,1303,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,6.33,2251.64,0,106.72,0.0474,0.8822,0.55,0
04/11/2021,Sumatera Utara,75,2,73,0,28151,932,24864,2355,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.04,1892.52,0.13,62.66,0.0331,0.8832,0.96,1
04/12/2021,Aceh,24,2,17,5,10106,405,8172,1529,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,4.57,1925.96,0.38,77.18,0.0401,0.8086,3.43,
04/12/2021,Bali,169,9,177,-17,41903,1212,39033,1658,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,40.08,9938.64,2.13,287.46,0.0289,0.9315,1.47,
04/12/2021,Banten,331,2,205,124,45333,1175,42170,1988,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,30.87,4227.89,0.19,109.58,0.0259,0.9302,3.15,2
04/12/2021,Bengkulu,6,2,27,-23,5801,160,5267,374,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,3,2901.17,1,80.02,0.0276,0.9079,0.13,
04/12/2021,DKI Jakarta,692,7,1357,-672,393283,6431,380571,6281,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,63.8,36260.16,0.65,592.93,0.0164,0.9677,0.67,1
04/12/2021,Daerah Istimewa Yogyakarta,131,3,265,-137,35716,862,30003,4851,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,36.08,9836.37,0.83,237.4,0.0241,0.84,1.01,0.5
04/12/2021,Gorontalo,1,0,8,-7,5258,150,4892,216,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0.85,4453.48,0,127.05,0.0285,0.9304,0.1,1
04/12/2021,Indonesia,4829,126,5289,-586,1571824,42656,1419796,109372,,,,98,7230,8488,74953,1916907,265185520,138.34,18.21,5927.26,0.48,160.85,0.0271,0.9033,1.17,1.45
04/12/2021,Jambi,5,0,8,-3,6645,97,5345,1203,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,1.43,1902.18,0,27.77,0.0146,0.8044,0.25,0
04/12/2021,Jawa Barat,1203,27,369,807,261512,3451,232159,25902,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,26.64,5790.62,0.6,76.41,0.0132,0.8878,1.58,5.4
04/12/2021,Jawa Tengah,741,14,1253,-526,174953,7705,140193,27055,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,20.38,4811.15,0.38,211.88,0.044,0.8013,3.6,0.64
04/12/2021,Jawa Timur,250,35,251,-36,142791,10223,130519,2049,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,6.18,3527.53,0.86,252.55,0.0716,0.9141,1.01,1.52
04/12/2021,Kalimantan Barat,0,0,0,0,6413,34,5797,582,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,0,1182.6,0,6.27,0.0053,0.9039,0,1
04/12/2021,Kalimantan Selatan,82,4,184,-106,30479,877,26831,2771,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,20.38,7576.09,0.99,217.99,0.0288,0.8803,0.34,
04/12/2021,Kalimantan Tengah,76,1,139,-64,18354,406,15352,2596,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,29.57,7140.83,0.39,157.96,0.0221,0.8364,0.53,
04/12/2021,Kalimantan Timur,96,7,162,-73,65700,1579,61829,2292,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,27.03,18495.63,1.97,444.51,0.024,0.9411,0.48,1
04/12/2021,Kalimantan Utara,17,0,177,-160,11398,179,9943,1276,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,26.22,17578.47,0,276.06,0.0157,0.8723,1.7,1
04/12/2021,Kepulauan Bangka Belitung,81,2,57,22,10373,173,9361,839,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,58.71,7517.94,1.45,125.38,0.0167,0.9024,0.44,1
04/12/2021,Kepulauan Riau,24,2,49,-27,9586,237,8921,428,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,12.44,4968.38,1.04,122.84,0.0247,0.9306,0.63,
04/12/2021,Lampung,68,0,16,52,14578,777,13123,678,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,7.48,1602.75,0,85.43,0.0533,0.9002,1.31,1
04/12/2021,Maluku,24,0,4,20,7435,112,6972,351,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,12.99,4025.24,0,60.64,0.0151,0.9377,3.43,1
04/12/2021,Maluku Utara,0,0,20,-20,4357,120,3837,400,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0,3331.54,0,91.76,0.0275,0.8807,1,1
04/12/2021,Nusa Tenggara Barat,32,0,0,32,9867,361,7558,1948,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,6.07,1872.21,0,68.5,0.0366,0.766,1.68,1
04/12/2021,Nusa Tenggara Timur,42,0,158,-116,12842,349,11365,1128,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,7.76,2373.17,0,64.49,0.0272,0.885,,1
04/12/2021,Papua,30,0,67,-37,20052,254,10832,8966,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,6.91,4619.91,0,58.52,0.0127,0.5402,1.5,0
04/12/2021,Papua Barat,8,0,10,-2,8543,140,8020,383,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,7.01,7489.25,0,122.73,0.0164,0.9388,0.8,1
04/12/2021,Riau,146,6,94,46,37142,910,34087,2145,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,24.04,6114.82,0.99,149.82,0.0245,0.9177,0.76,1.2
04/12/2021,Sulawesi Barat,3,1,1,1,5390,115,5213,62,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,1.92,3455.16,0.64,73.72,0.0213,0.9672,,
04/12/2021,Sulawesi Selatan,43,0,47,-4,60712,913,59281,518,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,4.56,6440.3,0,96.85,0.015,0.9764,1.43,1
04/12/2021,Sulawesi Tengah,49,0,93,-44,11579,308,10590,681,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,16.58,3917.69,0,104.21,0.0266,0.9146,6.13,0
04/12/2021,Sulawesi Tenggara,1,0,19,-18,10319,206,9708,405,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0.38,3915.44,0,78.16,0.02,0.9408,0.5,1
04/12/2021,Sulawesi Utara,0,0,3,-3,15429,502,12667,2260,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,0,5840.15,0,190.02,0.0325,0.821,0,1
04/12/2021,Sumatera Barat,57,2,50,5,33126,718,30892,1516,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,10.33,6001.91,0.36,130.09,0.0217,0.9326,0.5,2
04/12/2021,Sumatera Selatan,63,5,125,-67,18566,882,16448,1236,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,7.67,2259.31,0.61,107.33,0.0475,0.8859,1.21,
04/12/2021,Sumatera Utara,69,3,76,-10,28220,935,24940,2345,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,4.64,1897.16,0.2,62.86,0.0331,0.8838,0.92,1.5
4/13/2021,Aceh,28,0,35,-7,10134,405,8207,1522,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,5.34,1931.29,0,77.18,0.04,0.8098,1.17,0
4/13/2021,Bali,150,6,120,24,42053,1218,39153,1682,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,35.58,9974.22,1.42,288.89,0.029,0.931,0.89,0.67
4/13/2021,Banten,183,1,152,30,45516,1176,42322,2018,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,17.07,4244.96,0.09,109.68,0.0258,0.9298,0.55,0.5
4/13/2021,Bengkulu,25,0,20,5,5826,160,5287,379,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,12.5,2913.67,0,80.02,0.0275,0.9075,4.17,0
4/13/2021,DKI Jakarta,828,6,900,-78,394111,6437,381471,6203,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,76.34,36336.5,0.55,593.48,0.0163,0.9679,1.2,0.86
4/13/2021,Daerah Istimewa Yogyakarta,232,7,231,-6,35948,869,30234,4845,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,63.89,9900.26,1.93,239.33,0.0242,0.841,1.77,2.33
4/13/2021,Gorontalo,16,3,26,-13,5274,153,4918,203,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,13.55,4467.03,2.54,129.59,0.029,0.9325,16,
4/13/2021,Indonesia,5702,126,6349,-773,1577526,42782,1426145,108599,,,,98,7230,8488,74953,1916907,265185520,138.34,21.5,5948.76,0.48,161.33,0.0271,0.904,1.18,1
4/13/2021,Jambi,40,0,54,-14,6685,97,5399,1189,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,11.45,1913.63,0,27.77,0.0145,0.8076,8,1
4/13/2021,Jawa Barat,1324,21,1031,272,262836,3472,233190,26174,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,29.32,5819.94,0.46,76.88,0.0132,0.8872,1.1,0.78
4/13/2021,Jawa Tengah,860,15,2018,-1173,175813,7720,142211,25882,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,23.65,4834.8,0.41,212.3,0.0439,0.8089,1.16,1.07
4/13/2021,Jawa Timur,248,33,224,-9,143039,10256,130743,2040,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,6.13,3533.66,0.82,253.37,0.0717,0.914,0.99,0.94
4/13/2021,Kalimantan Barat,80,0,49,31,6493,34,5846,613,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,14.75,1197.35,0,6.27,0.0052,0.9004,,1
4/13/2021,Kalimantan Selatan,142,5,124,13,30621,882,26955,2784,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,35.3,7611.39,1.24,219.24,0.0288,0.8803,1.73,1.25
4/13/2021,Kalimantan Tengah,107,0,77,30,18461,406,15429,2626,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,41.63,7182.46,0,157.96,0.022,0.8358,1.41,0
4/13/2021,Kalimantan Timur,158,1,214,-57,65858,1580,62043,2235,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,44.48,18540.11,0.28,444.8,0.024,0.9421,1.65,0.14
4/13/2021,Kalimantan Utara,14,1,135,-122,11412,180,10078,1154,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,21.59,17600.06,1.54,277.6,0.0158,0.8831,0.82,
4/13/2021,Kepulauan Bangka Belitung,117,0,66,51,10490,173,9427,890,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,84.8,7602.73,0,125.38,0.0165,0.8987,1.44,0
4/13/2021,Kepulauan Riau,87,1,22,64,9673,238,8943,492,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,45.09,5013.48,0.52,123.35,0.0246,0.9245,3.63,0.5
4/13/2021,Lampung,79,0,4,75,14657,777,13127,753,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,8.69,1611.44,0,85.43,0.053,0.8956,1.16,1
4/13/2021,Maluku,2,3,2,-3,7437,115,6974,348,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,1.08,4026.32,1.62,62.26,0.0155,0.9377,0.08,
4/13/2021,Maluku Utara,3,0,10,-7,4360,120,3847,393,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,2.29,3333.84,0,91.76,0.0275,0.8823,,1
4/13/2021,Nusa Tenggara Barat,5,1,52,-48,9872,362,7610,1900,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,0.95,1873.16,0.19,68.69,0.0367,0.7709,0.16,
4/13/2021,Nusa Tenggara Timur,116,0,9,107,12958,349,11374,1235,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,21.44,2394.61,0,64.49,0.0269,0.8778,2.76,1
4/13/2021,Papua,12,2,1,9,20064,256,10833,8975,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,2.76,4622.67,0.46,58.98,0.0128,0.5399,0.4,
4/13/2021,Papua Barat,61,1,22,38,8604,141,8042,421,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,53.48,7542.73,0.88,123.61,0.0164,0.9347,7.63,
4/13/2021,Riau,253,7,196,50,37395,917,34283,2195,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,41.65,6156.47,1.15,150.97,0.0245,0.9168,1.73,1.17
4/13/2021,Sulawesi Barat,6,0,2,4,5396,115,5215,66,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,3.85,3459.01,0,73.72,0.0213,0.9665,2,0
4/13/2021,Sulawesi Selatan,94,0,80,14,60806,913,59361,532,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,9.97,6450.27,0,96.85,0.015,0.9762,2.19,1
4/13/2021,Sulawesi Tengah,55,1,63,-9,11634,309,10653,672,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,18.61,3936.3,0.34,104.55,0.0266,0.9157,1.12,
4/13/2021,Sulawesi Tenggara,2,0,5,-3,10321,206,9713,402,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0.76,3916.2,0,78.16,0.02,0.9411,2,1
4/13/2021,Sulawesi Utara,15,0,5,10,15444,502,12672,2270,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,5.68,5845.83,0,190.02,0.0325,0.8205,,1
4/13/2021,Sumatera Barat,101,4,162,-65,33227,722,31054,1451,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,18.3,6020.21,0.72,130.81,0.0217,0.9346,1.77,2
4/13/2021,Sumatera Selatan,60,5,121,-66,18626,887,16569,1170,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,7.3,2266.61,0.61,107.94,0.0476,0.8896,0.95,1
4/13/2021,Sumatera Utara,67,2,70,-5,28287,937,25010,2340,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,4.5,1901.66,0.13,62.99,0.0331,0.8842,0.97,0.67
4/14/2021,Aceh,26,0,21,5,10160,405,8228,1527,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,4.95,1936.25,0,77.18,0.0399,0.8098,0.93,1
4/14/2021,Bali,121,2,66,53,42174,1220,39219,1735,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,28.7,10002.91,0.47,289.36,0.0289,0.9299,0.81,0.33
4/14/2021,Banten,86,1,102,-17,45602,1177,42424,2001,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,8.02,4252.98,0.09,109.77,0.0258,0.9303,0.47,1
4/14/2021,Bengkulu,15,0,26,-11,5841,160,5313,368,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,7.5,2921.17,0,80.02,0.0274,0.9096,0.6,1
4/14/2021,DKI Jakarta,661,7,614,40,394772,6444,382085,6243,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,60.94,36397.45,0.65,594.13,0.0163,0.9679,0.8,1.17
4/14/2021,Daerah Istimewa Yogyakarta,292,5,290,-3,36240,874,30524,4842,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,80.42,9980.68,1.38,240.7,0.0241,0.8423,1.26,0.71
4/14/2021,Gorontalo,7,3,13,-9,5281,156,4931,194,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,5.93,4472.96,2.54,132.13,0.0295,0.9337,0.44,1
4/14/2021,Indonesia,5656,124,5747,-215,1583182,42906,1431892,108384,,,,98,7230,8488,74953,1916907,265185520,138.34,21.33,5970.09,0.47,161.8,0.0271,0.9044,0.99,0.98
4/14/2021,Jambi,51,0,32,19,6736,97,5431,1208,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,14.6,1928.23,0,27.77,0.0144,0.8063,1.28,1
4/14/2021,Jawa Barat,1546,18,845,683,264382,3490,234035,26857,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,34.23,5854.17,0.4,77.28,0.0132,0.8852,1.17,0.86
