,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Increasing
316,2021-01-12,Indonesia,10047.0,302.0,7068.0,2677,846765,24645,695807,126313,1
317,2021-01-13,Indonesia,11278.0,306.0,7657.0,3315,858043,24951,703464,129628,1
318,2021-01-14,Indonesia,11557.0,295.0,7741.0,3521,869600,25246,711205,133149,1
319,2021-01-15,Indonesia,12818.0,238.0,7491.0,5089,882418,25484,718696,138238,1
320,2021-01-16,Indonesia,14224.0,283.0,8662.0,5279,896642,25767,727358,143517,1
321,2021-01-17,Indonesia,11287.0,220.0,9102.0,1965,907929,25987,736460,145482,0
322,2021-01-18,Indonesia,9086.0,295.0,9475.0,-684,917015,26282,745935,144798,0
323,2021-01-19,Indonesia,10365.0,308.0,8013.0,2044,927380,26590,753948,146842,1
324,2021-01-20,Indonesia,12568.0,267.0,9755.0,2546,939948,26857,763703,149388,1
325,2021-01-21,Indonesia,11703.0,346.0,9087.0,2270,951651,27203,772790,151658,0
326,2021-01-22,Indonesia,13632.0,250.0,8357.0,5025,965283,27453,781147,156683,1
327,2021-01-23,Indonesia,12191.0,211.0,9912.0,2068,977474,27664,791059,158751,0
328,2021-01-24,Indonesia,11788.0,171.0,7751.0,3866,989262,27835,798810,162617,0
329,2021-01-25,Indonesia,9994.0,297.0,10678.0,-981,999256,28132,809488,161636,0
330,2021-01-26,Indonesia,13094.0,336.0,10868.0,1890,1012350,28468,820356,163526,1
331,2021-01-27,Indonesia,11948.0,387.0,10974.0,587,1024298,28855,831330,164113,0
332,2021-01-28,Indonesia,13695.0,476.0,10792.0,2427,1037993,29331,842122,166540,1
333,2021-01-29,Indonesia,13802.0,187.0,10138.0,3477,1051795,29518,852260,170017,1
334,2021-01-30,Indonesia,14518.0,210.0,10242.0,4066,1066313,29728,862502,174083,1
335,2021-01-31,Indonesia,12001.0,270.0,10719.0,1012,1078314,29998,873221,175095,0
336,2021-02-01,Indonesia,10994.0,279.0,10461.0,254,1089308,30277,883682,175349,0
337,2021-02-02,Indonesia,10379.0,304.0,12848.0,-2773,1099687,30581,896530,172576,0
338,2021-02-03,Indonesia,11984.0,189.0,9135.0,2660,1111671,30770,905665,175236,1
339,2021-02-04,Indonesia,11434.0,231.0,11641.0,-438,1123105,31001,917306,174798,0
340,2021-02-05,Indonesia,11749.0,201.0,9674.0,1874,1134854,31202,926980,176672,1
341,2021-02-06,Indonesia,12156.0,191.0,12204.0,-239,1147010,31393,939184,176433,1
342,2021-02-07,Indonesia,10827.0,163.0,10806.0,-142,1157837,31556,949990,176291,0
343,2021-02-08,Indonesia,8242.0,207.0,13038.0,-5003,1166079,31763,963028,171288,0
344,2021-02-09,Indonesia,8700.0,213.0,10424.0,-1937,1174779,31976,973452,169351,1
345,2021-02-10,Indonesia,8776.0,191.0,9520.0,-935,1183555,32167,982972,168416,1
346,2021-02-11,Indonesia,8435.0,214.0,10145.0,-1924,1191990,32381,993117,166492,0
347,2021-02-12,Indonesia,9869.0,275.0,11000.0,-1406,1201859,32656,1004117,165086,1
348,2021-02-13,Indonesia,8844.0,280.0,11919.0,-3355,1210703,32936,1016036,161731,0
349,2021-02-14,Indonesia,6765.0,247.0,9237.0,-2719,1217468,33183,1025273,159012,0
350,2021-02-15,Indonesia,6462.0,184.0,6792.0,-514,1223930,33367,1032065,158498,0
351,2021-02-16,Indonesia,10029.0,229.0,7609.0,2191,1233959,33596,1039674,160689,1
352,2021-02-17,Indonesia,9687.0,192.0,8002.0,1493,1243646,33788,1047676,162182,0
353,2021-02-18,Indonesia,9039.0,181.0,10546.0,-1688,1252685,33969,1058222,160494,0
354,2021-02-19,Indonesia,10614.0,183.0,10783.0,-352,1263299,34152,1069005,160142,1
