,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Increasing
17330,2021-07-28,Jambi,567,5,213,349,19194,380,13916,4898,50058,3493357,69.79,1
17331,2021-07-28,Riau,1276,23,921,332,91947,2472,79311,10164,87024,6074100,69.8,0
17332,2021-07-28,Nusa Tenggara Timur,1127,13,848,266,36956,674,24721,11561,48718,5411321,111.07,0
17334,2021-07-29,Maluku,68,0,105,-37,13307,222,9405,3680,46914,1847097,39.37,0
17335,2021-07-29,Sumatera Selatan,1278,46,505,727,45131,1969,33394,9768,91592,8217551,89.72,1
17336,2021-07-29,Kepulauan Riau,516,30,641,-155,43743,1078,34119,8546,8202,1929400,235.24,0
17337,2021-07-29,Jawa Tengah,4209,544,6003,-2338,375057,18713,294613,61731,32801,36364072,1108.64,0
17338,2021-07-29,Nusa Tenggara Barat,326,3,312,11,18975,561,16313,2101,18572,5270247,283.77,1
17339,2021-07-29,Kalimantan Timur,1540,89,1469,-18,113479,3207,88332,21940,129067,3552191,27.52,0
17340,2021-07-29,Sulawesi Barat,99,3,72,24,8079,161,6530,1388,16787,1559984,92.93,1
17341,2021-07-29,Maluku Utara,110,10,370,-270,9860,231,6878,2751,31983,1307803,40.89,0
17342,2021-07-29,Papua,325,15,282,28,26441,344,12554,13543,319036,4340348,13.6,0
17343,2021-07-29,Sulawesi Tengah,804,16,250,538,21760,595,15362,5803,61841,2955567,47.79,0
17344,2021-07-29,Sumatera Utara,1588,14,409,1165,57679,1449,39727,16503,72981,14874889,203.82,1
17345,2021-07-29,Riau,2096,25,605,1466,94043,2497,79916,11630,87024,6074100,69.8,1
17346,2021-07-29,Daerah Istimewa Yogyakarta,1920,58,1110,752,114379,3233,74657,36489,3133,3631015,1158.9,0
17347,2021-07-29,Kalimantan Barat,397,8,366,23,24859,607,19482,4770,147307,5422814,36.81,0
17348,2021-07-29,Banten,1464,28,3958,-2522,110150,1787,67038,41325,9663,10722374,1109.64,0
17349,2021-07-29,Papua Barat,328,5,482,-159,18028,277,14944,2807,102955,1140701,11.08,1
17350,2021-07-29,DKI Jakarta,3845,27,11422,-7604,807872,11879,768471,27522,664,10846145,16334.31,0
17351,2021-07-29,Sulawesi Tenggara,232,7,111,114,16092,343,12510,3239,38068,2635461,69.23,0
17352,2021-07-29,Sulawesi Selatan,1359,27,574,758,81362,1285,70156,9921,46717,9426885,201.78,1
17353,2021-07-29,Jambi,385,16,244,125,19579,396,14160,5023,50058,3493357,69.79,0
17354,2021-07-29,Bengkulu,365,1,127,237,16898,250,12183,4465,19919,1999539,100.38,0
17355,2021-07-29,Jawa Timur,5505,344,3981,1180,298507,19963,223169,55375,47803,40479023,846.78,0
17356,2021-07-29,Lampung,687,94,630,-37,33519,1878,24360,7281,34624,9095591,262.7,1
17357,2021-07-29,Aceh,231,10,40,181,22578,968,16648,4962,57956,5247257,90.54,0
17358,2021-07-29,Kalimantan Tengah,379,41,425,-87,34053,742,26118,7193,153565,2570289,16.74,0
17359,2021-07-29,Nusa Tenggara Timur,781,15,617,149,37737,689,25338,11710,48718,5411321,111.07,0
17360,2021-07-29,Kalimantan Utara,493,5,92,396,20363,330,14965,5068,75468,648407,8.59,0
17361,2021-07-29,Jawa Barat,6840,204,7443,-807,595679,9283,474387,112009,35378,45161325,1276.55,0
17362,2021-07-29,Sumatera Barat,1036,22,696,318,69114,1469,55796,11849,42013,5519245,131.37,1
17363,2021-07-29,Bali,1119,20,614,485,73674,2080,59850,11744,5780,4216171,729.43,0
17364,2021-07-29,Gorontalo,78,2,130,-54,7617,214,6410,993,11257,1180651,104.88,0
17365,2021-07-29,Kepulauan Bangka Belitung,595,19,303,273,32197,628,26024,5545,16424,1379767,84.01,0
17366,2021-07-29,Sulawesi Utara,562,5,189,368,23386,671,17862,4853,13892,2641884,190.17,1
17367,2021-07-29,Kalimantan Selatan,913,29,374,510,46319,1277,37655,7387,38744,4023049,103.84,1
17368,2021-07-30,Sumatera Utara,1425,14,418,993,59104,1463,40145,17496,72981,14874889,203.82,0
17369,2021-07-30,Daerah Istimewa Yogyakarta,1932,93,1811,28,116311,3326,76468,36517,3133,3631015,1158.9,1
17370,2021-07-30,Kepulauan Riau,539,45,871,-377,44282,1123,34990,8169,8202,1929400,235.24,1
17371,2021-07-30,Lampung,569,89,300,180,34088,1967,24660,7461,34624,9095591,262.7,0
17372,2021-07-30,Banten,1209,56,2401,-1248,111359,1843,69439,40077,9663,10722374,1109.64,0
17373,2021-07-30,Sulawesi Tenggara,121,5,235,-119,16213,348,12745,3120,38068,2635461,69.23,0
17374,2021-07-30,Nusa Tenggara Timur,722,28,570,124,38459,717,25908,11834,48718,5411321,111.07,0
17375,2021-07-30,Bengkulu,399,11,168,220,17297,261,12351,4685,19919,1999539,100.38,1
17376,2021-07-30,Papua,330,30,8,292,26771,374,12562,13835,319036,4340348,13.6,1
17377,2021-07-30,Kalimantan Selatan,958,13,253,692,47277,1290,37908,8079,38744,4023049,103.84,1
17378,2021-07-30,Sumatera Selatan,1002,36,518,448,46133,2005,33912,10216,91592,8217551,89.72,0
17379,2021-07-30,Aceh,240,10,66,164,22818,978,16714,5126,57956,5247257,90.54,1
17380,2021-07-30,Sumatera Barat,873,8,529,336,69987,1477,56325,12185,42013,5519245,131.37,0
17381,2021-07-30,Riau,1667,43,908,716,95710,2540,80824,12346,87024,6074100,69.8,0
17382,2021-07-30,Sulawesi Tengah,643,25,425,193,22403,620,15787,5996,61841,2955567,47.79,0
17383,2021-07-30,Sulawesi Utara,452,13,281,158,23838,684,18143,5011,13892,2641884,190.17,0
17384,2021-07-30,Jawa Barat,6396,84,6791,-479,602075,9367,481178,111530,35378,45161325,1276.55,0
17385,2021-07-30,Kepulauan Bangka Belitung,598,17,458,123,32795,645,26482,5668,16424,1379767,84.01,1
17386,2021-07-30,Gorontalo,186,0,32,154,7803,214,6442,1147,11257,1180651,104.88,1
17387,2021-07-30,Bali,1365,37,810,518,75039,2117,60660,12262,5780,4216171,729.43,1
17388,2021-07-30,Maluku,49,3,92,-46,13356,225,9497,3634,46914,1847097,39.37,0
17390,2021-07-30,Kalimantan Tengah,247,101,454,-308,34300,843,26572,6885,153565,2570289,16.74,0
17391,2021-07-30,Jawa Tengah,4443,341,4657,-555,379500,19054,299270,61176,32801,36364072,1108.64,1
17392,2021-07-30,Nusa Tenggara Barat,342,3,380,-41,19317,564,16693,2060,18572,5270247,283.77,1
17393,2021-07-30,Kalimantan Utara,508,6,307,195,20871,336,15272,5263,75468,648407,8.59,1
17394,2021-07-30,DKI Jakarta,3454,43,11146,-7735,811326,11922,779617,19787,664,10846145,16334.31,0
17395,2021-07-30,Jawa Timur,5204,391,4990,-177,303711,20354,228159,55198,47803,40479023,846.78,0
17396,2021-07-30,Jambi,374,10,222,142,19953,406,14382,5165,50058,3493357,69.79,0
17397,2021-07-30,Papua Barat,184,6,337,-159,18212,283,15281,2648,102955,1140701,11.08,0
17398,2021-07-30,Sulawesi Selatan,1082,29,351,702,82444,1314,70507,10623,46717,9426885,201.78,0
17399,2021-07-30,Sulawesi Barat,123,5,60,58,8202,166,6590,1446,16787,1559984,92.93,1
17400,2021-07-30,Maluku Utara,156,3,261,-108,10016,234,7139,2643,31983,1307803,40.89,1
17401,2021-07-30,Kalimantan Barat,431,19,360,52,25290,626,19842,4822,147307,5422814,36.81,1
17402,2021-07-30,Kalimantan Timur,2364,66,1412,886,115843,3273,89744,22826,129067,3552191,27.52,1
17403,2021-07-31,Jawa Timur,4696,324,5176,-804,308407,20678,233335,54394,47803,40479023,846.78,0
17404,2021-07-31,Kalimantan Timur,1660,74,1143,443,117503,3347,90887,23269,129067,3552191,27.52,0
17405,2021-07-31,Sulawesi Tenggara,162,7,105,50,16375,355,12850,3170,38068,2635461,69.23,1
17406,2021-07-31,Kalimantan Selatan,720,3,130,587,47997,1293,38038,8666,38744,4023049,103.84,0
17407,2021-07-31,Maluku,43,1,150,-108,13399,226,9647,3526,46914,1847097,39.37,0
17408,2021-07-31,Sulawesi Selatan,1268,21,699,548,83712,1335,71206,11171,46717,9426885,201.78,1
17409,2021-07-31,Sumatera Utara,1417,12,361,1044,60521,1475,40506,18540,72981,14874889,203.82,0
17410,2021-07-31,Papua Barat,328,1,144,183,18540,284,15425,2831,102955,1140701,11.08,1
17411,2021-07-31,Nusa Tenggara Barat,383,2,263,118,19700,566,16956,2178,18572,5270247,283.77,1
17412,2021-07-31,Daerah Istimewa Yogyakarta,1522,76,1297,149,117833,3402,77765,36666,3133,3631015,1158.9,0
17413,2021-07-31,Sumatera Selatan,893,49,568,276,47026,2054,34480,10492,91592,8217551,89.72,0
17414,2021-07-31,Bali,1280,34,908,338,76319,2151,61568,12600,5780,4216171,729.43,0
17415,2021-07-31,Sulawesi Utara,708,20,192,496,24546,704,18335,5507,13892,2641884,190.17,1
17416,2021-07-31,Kalimantan Utara,554,11,319,224,21425,347,15591,5487,75468,648407,8.59,1
17417,2021-07-31,Jawa Barat,3817,177,6536,-2896,605892,9544,487714,108634,35378,45161325,1276.55,0
17418,2021-07-31,Lampung,678,41,274,363,34766,2008,24934,7824,34624,9095591,262.7,1
17419,2021-07-31,Bengkulu,520,1,388,131,17817,262,12739,4816,19919,1999539,100.38,1
17420,2021-07-31,Aceh,228,8,161,59,23046,986,16875,5185,57956,5247257,90.54,0
17421,2021-07-31,Sumatera Barat,886,21,439,426,70873,1498,56764,12611,42013,5519245,131.37,1
17422,2021-07-31,Banten,1366,81,3992,-2707,112725,1924,73431,37370,9663,10722374,1109.64,1
17423,2021-07-31,Nusa Tenggara Timur,647,10,660,-23,39106,727,26568,11811,48718,5411321,111.07,0
17424,2021-07-31,DKI Jakarta,3328,251,4961,-1884,814654,12173,784578,17903,664,10846145,16334.31,0
17425,2021-07-31,Jambi,300,9,189,102,20253,415,14571,5267,50058,3493357,69.79,0
17427,2021-07-31,Gorontalo,119,13,128,-22,7922,227,6570,1125,11257,1180651,104.88,0
17428,2021-07-31,Kalimantan Tengah,446,46,2192,-1792,34746,889,28764,5093,153565,2570289,16.74,1
17429,2021-07-31,Maluku Utara,22,4,172,-154,10038,238,7311,2489,31983,1307803,40.89,0
17430,2021-07-31,Riau,1626,50,372,1204,97336,2590,81196,13550,87024,6074100,69.8,0
17431,2021-07-31,Kalimantan Barat,456,20,313,123,25746,646,20155,4945,147307,5422814,36.81,1
17432,2021-07-31,Jawa Tengah,4717,314,4479,-76,384217,19368,303749,61100,32801,36364072,1108.64,1
17433,2021-07-31,Sulawesi Tengah,418,22,322,74,22821,642,16109,6070,61841,2955567,47.79,0
17434,2021-07-31,Kepulauan Bangka Belitung,580,18,485,77,33375,663,26967,5745,16424,1379767,84.01,0
17435,2021-07-31,Kepulauan Riau,497,36,891,-430,44779,1159,35881,7739,8202,1929400,235.24,0
17436,2021-07-31,Papua,264,3,0,261,27035,377,12562,14096,319036,4340348,13.6,0
17437,2021-07-31,Sulawesi Barat,169,4,75,90,8371,170,6665,1536,16787,1559984,92.93,1
17438,2021-08-01,Sulawesi Tenggara,125,8,166,-49,16500,363,13016,3121,38068,2635461,69.23,0
17439,2021-08-01,Bengkulu,311,11,437,-137,18128,273,13176,4679,19919,1999539,100.38,0
17440,2021-08-01,Aceh,204,6,67,131,23250,992,16942,5316,57956,5247257,90.54,0
17441,2021-08-01,Sumatera Barat,718,19,456,243,71591,1517,57220,12854,42013,5519245,131.37,0
17442,2021-08-01,Sulawesi Utara,293,20,332,-59,24839,724,18667,5448,13892,2641884,190.17,0
17443,2021-08-01,Kalimantan Selatan,665,28,415,222,48662,1321,38453,8888,38744,4023049,103.84,0
17444,2021-08-01,Banten,1325,72,8040,-6787,114050,1996,81471,30583,9663,10722374,1109.64,0
17445,2021-08-01,Papua,187,10,12,165,27222,387,12574,14261,319036,4340348,13.6,0
17446,2021-08-01,Nusa Tenggara Timur,886,5,553,328,39992,732,27121,12139,48718,5411321,111.07,1
17447,2021-08-01,DKI Jakarta,2701,71,4595,-1965,817355,12244,789173,15938,664,10846145,16334.31,0
17448,2021-08-01,Sulawesi Selatan,796,27,695,74,84508,1362,71901,11245,46717,9426885,201.78,0
17449,2021-08-01,Jambi,414,7,136,271,20667,422,14707,5538,50058,3493357,69.79,1
17450,2021-08-01,Kepulauan Riau,366,23,1378,-1035,45145,1182,37259,6704,8202,1929400,235.24,0
17452,2021-08-01,Sumatera Utara,1179,31,413,735,61700,1506,40919,19275,72981,14874889,203.82,0
17453,2021-08-01,Gorontalo,200,3,28,169,8122,230,6598,1294,11257,1180651,104.88,1
17454,2021-08-01,Kalimantan Tengah,309,11,258,40,35055,900,29022,5133,153565,2570289,16.74,0
17455,2021-08-01,Maluku,33,0,63,-30,13432,226,9710,3496,46914,1847097,39.37,0
17456,2021-08-01,Maluku Utara,22,2,32,-12,10060,240,7343,2477,31983,1307803,40.89,1
17457,2021-08-01,Sumatera Selatan,547,44,801,-298,47573,2098,35281,10194,91592,8217551,89.72,0
17458,2021-08-01,Riau,1202,33,849,320,98538,2623,82045,13870,87024,6074100,69.8,0
17459,2021-08-01,Daerah Istimewa Yogyakarta,1303,58,889,356,119136,3460,78654,37022,3133,3631015,1158.9,0
17460,2021-08-01,Sulawesi Barat,154,3,63,88,8525,173,6728,1624,16787,1559984,92.93,0
17461,2021-08-01,Lampung,581,75,632,-126,35347,2083,25566,7698,34624,9095591,262.7,0
17462,2021-08-01,Kalimantan Utara,527,10,145,372,21952,357,15736,5859,75468,648407,8.59,0
17463,2021-08-01,Kalimantan Timur,1716,78,1727,-89,119219,3425,92614,23180,129067,3552191,27.52,1
17464,2021-08-01,Kalimantan Barat,569,10,510,49,26315,656,20665,4994,147307,5422814,36.81,1
17465,2021-08-01,Bali,1146,33,839,274,77465,2184,62407,12874,5780,4216171,729.43,0
17466,2021-08-01,Nusa Tenggara Barat,260,3,283,-26,19960,569,17239,2152,18572,5270247,283.77,0
17467,2021-08-01,Kepulauan Bangka Belitung,449,25,418,6,33824,688,27385,5751,16424,1379767,84.01,0
17468,2021-08-01,Papua Barat,243,3,93,147,18783,287,15518,2978,102955,1140701,11.08,0
17469,2021-08-01,Jawa Barat,2504,188,3362,-1046,608396,9732,491076,107588,35378,45161325,1276.55,0
17470,2021-08-01,Jawa Timur,3675,332,5997,-2654,312082,21010,239332,51740,47803,40479023,846.78,0
17471,2021-08-01,Sulawesi Tengah,633,26,191,416,23454,668,16300,6486,61841,2955567,47.79,1
17472,2021-08-01,Jawa Tengah,4035,419,4355,-739,388252,19787,308104,60361,32801,36364072,1108.64,0
17473,2021-08-02,Kepulauan Bangka Belitung,344,26,417,-99,34168,714,27802,5652,16424,1379767,84.01,0
17474,2021-08-02,Gorontalo,94,1,28,65,8216,231,6626,1359,11257,1180651,104.88,0
17475,2021-08-02,Sumatera Utara,651,21,432,198,62351,1527,41351,19473,72981,14874889,203.82,0
17476,2021-08-02,Bali,1044,47,768,229,78509,2231,63175,13103,5780,4216171,729.43,0
17478,2021-08-02,Sulawesi Utara,126,8,311,-193,24965,732,18978,5255,13892,2641884,190.17,0
17479,2021-08-02,Nusa Tenggara Barat,150,2,268,-120,20110,571,17507,2032,18572,5270247,283.77,0
17480,2021-08-02,Maluku,51,3,173,-125,13483,229,9883,3371,46914,1847097,39.37,1
17481,2021-08-02,Kalimantan Tengah,285,5,311,-31,35340,905,29333,5102,153565,2570289,16.74,0
17482,2021-08-02,Sumatera Selatan,184,34,332,-182,47757,2132,35613,10012,91592,8217551,89.72,0
17483,2021-08-02,Maluku Utara,35,0,47,-12,10095,240,7390,2465,31983,1307803,40.89,1
17484,2021-08-02,Riau,1077,50,993,34,99615,2673,83038,13904,87024,6074100,69.8,0
17485,2021-08-02,Daerah Istimewa Yogyakarta,1566,46,1508,12,120702,3506,80162,37034,3133,3631015,1158.9,1
17486,2021-08-02,Sulawesi Tengah,543,17,306,220,23997,685,16606,6706,61841,2955567,47.79,0
17487,2021-08-02,Papua Barat,118,3,517,-402,18901,290,16035,2576,102955,1140701,11.08,0
17488,2021-08-02,Kalimantan Barat,170,9,303,-142,26485,665,20968,4852,147307,5422814,36.81,0
17489,2021-08-02,Jawa Tengah,2652,296,3278,-922,390904,20083,311382,59439,32801,36364072,1108.64,0
17490,2021-08-02,DKI Jakarta,1410,154,2161,-905,818765,12398,791334,15033,664,10846145,16334.31,0
17491,2021-08-02,Sulawesi Barat,80,4,39,37,8605,177,6767,1661,16787,1559984,92.93,0
17492,2021-08-02,Bengkulu,314,5,433,-124,18442,278,13609,4555,19919,1999539,100.38,1
17493,2021-08-02,Jawa Barat,2091,127,5901,-3937,610487,9859,496977,103651,35378,45161325,1276.55,0
17494,2021-08-02,Aceh,62,2,188,-128,23312,994,17130,5188,57956,5247257,90.54,0
17495,2021-08-02,Sumatera Barat,982,12,410,560,72573,1529,57630,13414,42013,5519245,131.37,1
17496,2021-08-02,Lampung,472,74,688,-290,35819,2157,26254,7408,34624,9095591,262.7,0
17497,2021-08-02,Kalimantan Timur,1086,51,1961,-926,120305,3476,94575,22254,129067,3552191,27.52,0
17498,2021-08-02,Jambi,63,4,276,-217,20730,426,14983,5321,50058,3493357,69.79,0
17499,2021-08-02,Kalimantan Selatan,470,42,418,10,49132,1363,38871,8898,38744,4023049,103.84,0
17500,2021-08-02,Sulawesi Tenggara,135,7,100,28,16635,370,13116,3149,38068,2635461,69.23,1
17501,2021-08-02,Banten,1061,90,3261,-2290,115111,2086,84732,28293,9663,10722374,1109.64,0
17502,2021-08-02,Nusa Tenggara Timur,410,20,274,116,40402,752,27395,12255,48718,5411321,111.07,0
17503,2021-08-02,Kalimantan Utara,254,14,101,139,22206,371,15837,5998,75468,648407,8.59,0
17504,2021-08-02,Kepulauan Riau,406,9,1086,-689,45551,1191,38345,6015,8202,1929400,235.24,1
17505,2021-08-02,Sulawesi Selatan,540,17,670,-147,85048,1379,72571,11098,46717,9426885,201.78,0
17506,2021-08-02,Jawa Timur,2489,343,4659,-2513,314571,21353,243991,49227,47803,40479023,846.78,0
17507,2021-08-02,Papua,173,5,27,141,27395,392,12601,14402,319036,4340348,13.6,0
17508,2021-08-03,Lampung,599,54,665,-120,36418,2211,26919,7288,34624,9095591,262.7,1
17509,2021-08-03,Gorontalo,137,6,155,-24,8353,237,6781,1335,11257,1180651,104.88,1
17510,2021-08-03,Papua Barat,208,2,142,64,19109,292,16177,2640,102955,1140701,11.08,1
17511,2021-08-03,Papua,325,7,16,302,27720,399,12617,14704,319036,4340348,13.6,1
17512,2021-08-03,Kepulauan Bangka Belitung,831,25,472,334,34999,739,28274,5986,16424,1379767,84.01,1
17513,2021-08-03,Jawa Tengah,4116,383,3819,-86,395020,20466,315201,59353,32801,36364072,1108.64,1
17514,2021-08-03,Bali,1408,38,937,433,79917,2269,64112,13536,5780,4216171,729.43,1
17515,2021-08-03,Sulawesi Tenggara,255,8,100,147,16890,378,13216,3296,38068,2635461,69.23,1
17516,2021-08-03,Riau,1254,36,1180,38,100869,2709,84218,13942,87024,6074100,69.8,1
17517,2021-08-03,Jawa Barat,3743,135,4885,-1277,614230,9994,501862,102374,35378,45161325,1276.55,1
17518,2021-08-03,Bengkulu,331,2,470,-141,18773,280,14079,4414,19919,1999539,100.38,1
17519,2021-08-03,Aceh,259,14,168,77,23571,1008,17298,5265,57956,5247257,90.54,1
17520,2021-08-03,Sulawesi Barat,116,4,100,12,8721,181,6867,1673,16787,1559984,92.93,1
17521,2021-08-03,Kepulauan Riau,575,37,902,-364,46126,1228,39247,5651,8202,1929400,235.24,1
17522,2021-08-03,Sumatera Barat,1157,16,653,488,73730,1545,58283,13902,42013,5519245,131.37,1
17523,2021-08-03,Sumatera Selatan,724,25,494,205,48481,2157,36107,10217,91592,8217551,89.72,1
17524,2021-08-03,Sulawesi Utara,364,13,242,109,25329,745,19220,5364,13892,2641884,190.17,1
17525,2021-08-03,Banten,1368,85,1311,-28,116479,2171,86043,28265,9663,10722374,1109.64,1
17526,2021-08-03,Kalimantan Barat,477,10,206,261,26962,675,21174,5113,147307,5422814,36.81,1
17527,2021-08-03,Jambi,435,7,134,294,21165,433,15117,5615,50058,3493357,69.79,1
17528,2021-08-03,Nusa Tenggara Barat,247,4,358,-115,20357,575,17865,1917,18572,5270247,283.77,1
17529,2021-08-03,Nusa Tenggara Timur,607,16,1479,-888,41009,768,28874,11367,48718,5411321,111.07,1
17530,2021-08-03,Sumatera Utara,1434,14,538,882,63785,1541,41889,20355,72981,14874889,203.82,1
17531,2021-08-03,Jawa Timur,4113,320,4390,-597,318684,21673,248381,48630,47803,40479023,846.78,1
17532,2021-08-03,Sulawesi Tengah,827,16,308,503,24824,701,16914,7209,61841,2955567,47.79,1
17533,2021-08-03,Daerah Istimewa Yogyakarta,1445,85,1006,354,122147,3591,81168,37388,3133,3631015,1158.9,0
17534,2021-08-03,Maluku Utara,49,3,156,-110,10144,243,7546,2355,31983,1307803,40.89,1
17535,2021-08-03,Maluku,58,4,181,-127,13541,233,10064,3244,46914,1847097,39.37,1
17536,2021-08-03,DKI Jakarta,1601,70,2506,-975,820366,12468,793840,14058,664,10846145,16334.31,1
17537,2021-08-03,Sulawesi Selatan,1131,17,540,574,86179,1396,73111,11672,46717,9426885,201.78,1
17538,2021-08-03,Kalimantan Selatan,744,41,299,404,49876,1404,39170,9302,38744,4023049,103.84,1
17539,2021-08-03,Kalimantan Utara,475,8,573,-106,22681,379,16410,5892,75468,648407,8.59,1
17541,2021-08-03,Kalimantan Timur,1419,57,1499,-137,121724,3533,96074,22117,129067,3552191,27.52,1
17542,2021-08-03,Kalimantan Tengah,293,19,319,-45,35633,924,29652,5057,153565,2570289,16.74,1
17543,2021-08-04,Kalimantan Tengah,265,13,377,-125,35898,937,30029,4932,153565,2570289,16.74,0
17544,2021-08-04,DKI Jakarta,2981,63,2470,448,823347,12531,796310,14506,664,10846145,16334.31,1
17545,2021-08-04,Kalimantan Barat,681,13,379,289,27643,688,21553,5402,147307,5422814,36.81,1
17546,2021-08-04,Nusa Tenggara Timur,530,15,982,-467,41539,783,29856,10900,48718,5411321,111.07,0
17547,2021-08-04,Lampung,717,86,338,293,37135,2297,27257,7581,34624,9095591,262.7,1
17548,2021-08-04,Jawa Barat,3749,129,4459,-839,617979,10123,506321,101535,35378,45161325,1276.55,1
17549,2021-08-04,Daerah Istimewa Yogyakarta,1862,44,1125,693,124009,3635,82293,38081,3133,3631015,1158.9,1
17550,2021-08-04,Maluku Utara,43,1,97,-55,10187,244,7643,2300,31983,1307803,40.89,0
17552,2021-08-04,Aceh,351,10,99,242,23922,1018,17397,5507,57956,5247257,90.54,1
17553,2021-08-04,Jambi,387,26,398,-37,21552,459,15515,5578,50058,3493357,69.79,0
17554,2021-08-04,Gorontalo,278,4,151,123,8631,241,6932,1458,11257,1180651,104.88,1
17555,2021-08-04,Banten,976,80,2416,-1520,117455,2251,88459,26745,9663,10722374,1109.64,0
17556,2021-08-04,Bengkulu,397,4,480,-87,19170,284,14559,4327,19919,1999539,100.38,1
17557,2021-08-04,Sumatera Barat,942,16,662,264,74672,1561,58945,14166,42013,5519245,131.37,0
17558,2021-08-04,Sulawesi Tenggara,189,6,195,-12,17079,384,13411,3284,38068,2635461,69.23,0
17559,2021-08-04,Bali,1362,37,1075,250,81279,2306,65187,13786,5780,4216171,729.43,0
17560,2021-08-04,Sulawesi Tengah,665,20,290,355,25489,721,17204,7564,61841,2955567,47.79,0
17561,2021-08-04,Maluku,18,0,93,-75,13559,233,10157,3169,46914,1847097,39.37,0
17562,2021-08-04,Kalimantan Selatan,733,17,165,551,50609,1421,39335,9853,38744,4023049,103.84,0
17563,2021-08-04,Kalimantan Timur,2222,83,1720,419,123946,3616,97794,22536,129067,3552191,27.52,1
17564,2021-08-04,Jawa Timur,4030,338,4188,-496,322714,22011,252569,48134,47803,40479023,846.78,0
17565,2021-08-04,Nusa Tenggara Barat,249,5,279,-35,20606,580,18144,1882,18572,5270247,283.77,1
17566,2021-08-04,Sulawesi Selatan,1243,35,589,619,87422,1431,73700,12291,46717,9426885,201.78,1
17567,2021-08-04,Kalimantan Utara,632,21,311,300,23313,400,16721,6192,75468,648407,8.59,1
17568,2021-08-04,Sumatera Utara,1656,35,829,792,65441,1576,42718,21147,72981,14874889,203.82,1
17569,2021-08-04,Sulawesi Utara,196,4,162,30,25525,749,19382,5394,13892,2641884,190.17,0
17570,2021-08-04,Sumatera Selatan,695,41,499,155,49176,2198,36606,10372,91592,8217551,89.72,0
17571,2021-08-04,Papua Barat,157,0,167,-10,19266,292,16344,2630,102955,1140701,11.08,0
17572,2021-08-04,Riau,1464,46,553,865,102333,2755,84771,14807,87024,6074100,69.8,1
17573,2021-08-04,Sulawesi Barat,169,2,110,57,8890,183,6977,1730,16787,1559984,92.93,1
17574,2021-08-04,Papua,254,6,141,107,27974,405,12758,14811,319036,4340348,13.6,0
17575,2021-08-04,Kepulauan Bangka Belitung,857,17,541,299,35856,756,28815,6285,16424,1379767,84.01,1
17576,2021-08-04,Jawa Tengah,3916,537,5979,-2600,398936,21003,321180,56753,32801,36364072,1108.64,0
17577,2021-08-04,Kepulauan Riau,503,0,818,-315,46629,1228,40065,5336,8202,1929400,235.24,0
17578,2021-08-05,Kalimantan Barat,526,11,317,198,28169,699,21870,5600,147307,5422814,36.81,0
17579,2021-08-05,Sulawesi Tengah,838,27,578,233,26327,748,17782,7797,61841,2955567,47.79,1
17580,2021-08-05,Maluku Utara,110,2,29,79,10297,246,7672,2379,31983,1307803,40.89,1
17581,2021-08-05,Maluku,46,0,123,-77,13605,233,10280,3092,46914,1847097,39.37,1
17582,2021-08-05,Jawa Barat,5635,152,8058,-2575,623614,10275,514379,98960,35378,45161325,1276.55,1
17583,2021-08-05,Kalimantan Tengah,352,7,167,178,36250,944,30196,5110,153565,2570289,16.74,1
17584,2021-08-05,Kalimantan Timur,2083,101,2000,-18,126029,3717,99794,22518,129067,3552191,27.52,0
17585,2021-08-05,Jawa Tengah,4076,498,7646,-4068,403012,21501,328826,52685,32801,36364072,1108.64,1
17586,2021-08-05,Sumatera Selatan,786,43,609,134,49962,2241,37215,10506,91592,8217551,89.72,1
17588,2021-08-05,Riau,860,35,1665,-840,103193,2790,86436,13967,87024,6074100,69.8,0
17589,2021-08-05,Nusa Tenggara Barat,216,0,268,-52,20822,580,18412,1830,18572,5270247,283.77,0
17590,2021-08-05,Bengkulu,248,5,342,-99,19418,289,14901,4228,19919,1999539,100.38,0
17591,2021-08-05,Gorontalo,228,9,72,147,8859,250,7004,1605,11257,1180651,104.88,0
17592,2021-08-05,Papua Barat,270,1,191,78,19536,293,16535,2708,102955,1140701,11.08,1
17593,2021-08-05,Sumatera Barat,857,33,490,334,75529,1594,59435,14500,42013,5519245,131.37,0
17594,2021-08-05,Jambi,352,12,333,7,21904,471,15848,5585,50058,3493357,69.79,0
17595,2021-08-05,Sumatera Utara,1556,15,837,704,66997,1591,43555,21851,72981,14874889,203.82,0
17596,2021-08-05,Jawa Timur,4074,314,4655,-895,326788,22325,257224,47239,47803,40479023,846.78,1
17597,2021-08-05,Kepulauan Riau,445,44,609,-208,47074,1272,40674,5128,8202,1929400,235.24,0
17598,2021-08-05,Kepulauan Bangka Belitung,802,28,492,282,36658,784,29307,6567,16424,1379767,84.01,0
17599,2021-08-05,Banten,964,17,771,176,118419,2268,89230,26921,9663,10722374,1109.64,0
17600,2021-08-05,Sulawesi Tenggara,218,6,182,30,17297,390,13593,3314,38068,2635461,69.23,1
17601,2021-08-05,Bali,1470,25,1235,210,82749,2331,66422,13996,5780,4216171,729.43,1
17602,2021-08-05,Kalimantan Selatan,876,46,309,521,51485,1467,39644,10374,38744,4023049,103.84,1
