,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Increasing
5854,2020-09-04,Bali,196,1,7,188,5902,29,1347,4526,5780,4216171,729.43,1
5855,2020-09-04,Papua,72,1,18,53,3973,47,3186,740,319036,4340348,13.6,1
5856,2020-09-04,Daerah Istimewa Yogyakarta,18,1,21,-4,1525,44,1097,384,3133,3631015,1158.9,0
5857,2020-09-04,Aceh,90,3,31,56,1884,72,435,1377,57956,5247257,90.54,0
5858,2020-09-04,Sulawesi Utara,30,0,40,-10,3971,158,2897,916,13892,2641884,190.17,0
5859,2020-09-04,Jawa Barat,412,2,104,306,12979,315,7033,5631,35378,45161325,1276.55,1
5860,2020-09-04,Kalimantan Timur,279,8,89,182,4812,200,2643,1969,129067,3552191,27.52,1
5861,2020-09-04,DKI Jakarta,880,6,823,51,44278,1261,33383,9634,664,10846145,16334.31,0
5862,2020-09-04,Jawa Timur,330,43,347,-60,34689,2931,28104,3654,47803,40479023,846.78,0
5863,2020-09-04,Maluku Utara,9,0,0,9,1887,66,1583,238,31983,1307803,40.89,1
5864,2020-09-04,Jambi,1,0,13,-12,304,6,170,128,50058,3493357,69.79,0
5865,2020-09-04,Banten,23,0,49,-26,3019,139,2577,303,9663,10722374,1109.64,0
5866,2020-09-04,Bengkulu,3,0,0,3,364,25,187,152,19919,1999539,100.38,0
5867,2020-09-04,Maluku,43,0,25,18,2004,34,1249,721,46914,1847097,39.37,0
5868,2020-09-04,Sulawesi Tengah,0,0,1,-1,249,11,222,16,61841,2955567,47.79,0
5869,2020-09-04,Jawa Tengah,191,5,120,66,17901,1379,12174,4348,32801,36364072,1108.64,0
5870,2020-09-04,Riau,130,5,53,72,2273,42,1122,1109,87024,6074100,69.8,1
5871,2020-09-04,Kalimantan Barat,11,0,12,-1,685,5,602,78,147307,5422814,36.81,0
5872,2020-09-04,Nusa Tenggara Barat,9,3,14,-8,2795,165,2128,502,18572,5270247,283.77,0
5873,2020-09-04,Papua Barat,27,0,5,22,888,15,604,269,102955,1140701,11.08,1
5874,2020-09-04,Sulawesi Selatan,85,1,63,21,12197,366,9512,2319,46717,9426885,201.78,1
5875,2020-09-04,Lampung,4,0,2,2,428,18,338,72,34624,9095591,262.7,0
5876,2020-09-04,Sulawesi Barat,0,0,3,-3,402,7,283,112,16787,1559984,92.93,0
5877,2020-09-04,Kalimantan Selatan,49,0,37,12,8576,362,6669,1545,38744,4023049,103.84,0
5878,2020-09-04,Sumatera Selatan,35,4,36,-5,4618,266,3320,1032,91592,8217551,89.72,0
5879,2020-09-04,Kalimantan Tengah,53,1,90,-38,2689,109,2195,385,153565,2570289,16.74,1
5880,2020-09-04,Sumatera Utara,125,4,55,66,7390,327,4333,2730,72981,14874889,203.82,0
5881,2020-09-04,Kepulauan Riau,65,0,9,56,1167,41,598,528,8202,1929400,235.24,1
5882,2020-09-04,Nusa Tenggara Timur,2,0,0,2,202,2,164,36,48718,5411321,111.07,0
5883,2020-09-04,Kalimantan Utara,4,0,5,-1,426,2,356,68,75468,648407,8.59,0
5884,2020-09-04,Gorontalo,9,0,6,3,2160,55,1855,250,11257,1180651,104.88,0
5885,2020-09-04,Sumatera Barat,65,3,70,-8,2437,59,1405,973,42013,5519245,131.37,1
5887,2020-09-04,Sulawesi Tenggara,28,0,8,20,1657,35,1107,515,38068,2635461,69.23,1
5888,2020-09-05,Jawa Tengah,261,10,282,-31,18162,1389,12456,4317,32801,36364072,1108.64,1
5889,2020-09-05,Maluku Utara,0,0,0,0,1887,66,1583,238,31983,1307803,40.89,0
5890,2020-09-05,Sumatera Selatan,42,9,13,20,4660,275,3333,1052,91592,8217551,89.72,1
5891,2020-09-05,Bali,165,3,12,150,6067,32,1359,4676,5780,4216171,729.43,0
5893,2020-09-05,Sulawesi Utara,18,0,43,-25,3989,158,2940,891,13892,2641884,190.17,0
5894,2020-09-05,Jawa Timur,322,26,336,-40,35011,2957,28440,3614,47803,40479023,846.78,0
5895,2020-09-05,Jambi,0,0,11,-11,304,6,181,117,50058,3493357,69.79,0
5896,2020-09-05,Kalimantan Timur,128,8,136,-16,4940,208,2779,1953,129067,3552191,27.52,0
5897,2020-09-05,Jawa Barat,232,1,69,162,13211,316,7102,5793,35378,45161325,1276.55,0
5898,2020-09-05,Kalimantan Barat,6,1,14,-9,691,6,616,69,147307,5422814,36.81,0
5899,2020-09-05,Sumatera Utara,162,6,114,42,7552,333,4447,2772,72981,14874889,203.82,1
5900,2020-09-05,Sumatera Barat,70,0,30,40,2507,59,1435,1013,42013,5519245,131.37,1
5901,2020-09-05,Nusa Tenggara Timur,2,0,6,-4,204,2,170,32,48718,5411321,111.07,1
5902,2020-09-05,Sulawesi Tenggara,19,1,9,9,1676,36,1116,524,38068,2635461,69.23,0
5903,2020-09-05,Kalimantan Tengah,0,0,0,0,2689,109,2195,385,153565,2570289,16.74,0
5904,2020-09-05,Sulawesi Barat,17,0,10,7,419,7,293,119,16787,1559984,92.93,0
5905,2020-09-05,Kepulauan Bangka Belitung,0,0,3,-3,243,2,232,9,16424,1379767,84.01,0
5906,2020-09-05,Riau,177,0,106,71,2450,42,1228,1180,87024,6074100,69.8,1
5907,2020-09-05,Aceh,61,1,0,60,1945,73,435,1437,57956,5247257,90.54,0
5908,2020-09-05,Kepulauan Riau,17,0,1,16,1184,41,599,544,8202,1929400,235.24,0
5909,2020-09-05,Papua Barat,7,0,16,-9,895,15,620,260,102955,1140701,11.08,0
5910,2020-09-05,Banten,49,1,39,9,3068,140,2616,312,9663,10722374,1109.64,1
5911,2020-09-05,Kalimantan Utara,9,0,3,6,435,2,359,74,75468,648407,8.59,1
5912,2020-09-05,Lampung,12,1,1,10,440,19,339,82,34624,9095591,262.7,1
5913,2020-09-05,Kalimantan Selatan,81,6,37,38,8657,368,6706,1583,38744,4023049,103.84,1
5914,2020-09-05,Bengkulu,5,1,1,3,369,26,188,155,19919,1999539,100.38,1
5915,2020-09-05,Sulawesi Selatan,151,2,62,87,12348,368,9574,2406,46717,9426885,201.78,1
5916,2020-09-05,DKI Jakarta,877,14,731,132,45155,1275,34114,9766,664,10846145,16334.31,0
5917,2020-09-05,Nusa Tenggara Barat,33,2,25,6,2828,167,2153,508,18572,5270247,283.77,1
5918,2020-09-05,Maluku,60,1,18,41,2064,35,1267,762,46914,1847097,39.37,1
5919,2020-09-05,Gorontalo,22,4,20,-2,2182,59,1875,248,11257,1180651,104.88,1
5920,2020-09-05,Papua,101,2,69,30,4074,49,3255,770,319036,4340348,13.6,1
5921,2020-09-05,Sulawesi Tengah,3,0,2,1,252,11,224,17,61841,2955567,47.79,0
5922,2020-09-05,Daerah Istimewa Yogyakarta,21,1,20,0,1546,45,1117,384,3133,3631015,1158.9,1
5923,2020-09-06,Kalimantan Timur,186,7,178,1,5126,215,2957,1954,129067,3552191,27.52,1
5924,2020-09-06,Banten,85,2,51,32,3153,142,2667,344,9663,10722374,1109.64,1
5925,2020-09-06,Maluku,80,1,22,57,2144,36,1289,819,46914,1847097,39.37,1
5926,2020-09-06,Sulawesi Utara,12,1,20,-9,4001,159,2960,882,13892,2641884,190.17,0
5928,2020-09-06,Papua Barat,13,2,2,9,908,17,622,269,102955,1140701,11.08,1
5929,2020-09-06,Kepulauan Bangka Belitung,1,0,0,1,244,2,232,10,16424,1379767,84.01,0
5930,2020-09-06,Nusa Tenggara Barat,19,1,21,-3,2847,168,2174,505,18572,5270247,283.77,0
5931,2020-09-06,Jawa Barat,114,1,61,52,13325,317,7163,5845,35378,45161325,1276.55,0
5932,2020-09-06,Lampung,12,1,6,5,452,20,345,87,34624,9095591,262.7,1
5933,2020-09-06,Papua,0,0,0,0,4074,49,3255,770,319036,4340348,13.6,0
5934,2020-09-06,Kalimantan Tengah,51,1,0,50,2740,110,2195,435,153565,2570289,16.74,0
5935,2020-09-06,Jawa Timur,305,32,391,-118,35316,2989,28831,3496,47803,40479023,846.78,0
5936,2020-09-06,Kalimantan Barat,13,0,0,13,704,6,616,82,147307,5422814,36.81,1
5937,2020-09-06,Nusa Tenggara Timur,2,0,1,1,206,2,171,33,48718,5411321,111.07,1
5938,2020-09-06,DKI Jakarta,1176,10,805,361,46331,1285,34919,10127,664,10846145,16334.31,1
5939,2020-09-06,Maluku Utara,0,0,0,0,1887,66,1583,238,31983,1307803,40.89,0
5940,2020-09-06,Sumatera Barat,244,1,23,220,2751,60,1458,1233,42013,5519245,131.37,1
5941,2020-09-06,Sulawesi Barat,0,0,6,-6,419,7,299,113,16787,1559984,92.93,0
5942,2020-09-06,Bali,141,2,5,134,6208,34,1364,4810,5780,4216171,729.43,0
5943,2020-09-06,Jambi,0,0,0,0,304,6,181,117,50058,3493357,69.79,0
5944,2020-09-06,Gorontalo,4,0,4,0,2186,59,1879,248,11257,1180651,104.88,0
5945,2020-09-06,Jawa Tengah,233,8,185,40,18395,1397,12641,4357,32801,36364072,1108.64,0
5946,2020-09-06,Kepulauan Riau,0,0,0,0,1184,41,599,544,8202,1929400,235.24,0
5947,2020-09-06,Sumatera Selatan,15,3,48,-36,4675,278,3381,1016,91592,8217551,89.72,0
5948,2020-09-06,Bengkulu,22,0,0,22,391,26,188,177,19919,1999539,100.38,1
5949,2020-09-06,Sulawesi Tenggara,29,1,3,25,1705,37,1119,549,38068,2635461,69.23,1
5950,2020-09-06,Kalimantan Utara,8,0,0,8,443,2,359,82,75468,648407,8.59,0
5951,2020-09-06,Riau,141,5,29,107,2591,47,1257,1287,87024,6074100,69.8,0
5952,2020-09-06,Sulawesi Tengah,0,0,0,0,252,11,224,17,61841,2955567,47.79,0
5953,2020-09-06,Aceh,78,2,0,76,2023,75,435,1513,57956,5247257,90.54,1
5954,2020-09-06,Kalimantan Selatan,103,1,95,7,8760,369,6801,1590,38744,4023049,103.84,1
5955,2020-09-06,Sulawesi Selatan,211,1,49,161,12559,369,9623,2567,46717,9426885,201.78,1
5956,2020-09-06,Sumatera Utara,81,2,103,-24,7633,335,4550,2748,72981,14874889,203.82,0
5957,2020-09-06,Daerah Istimewa Yogyakarta,11,1,41,-31,1557,46,1158,353,3133,3631015,1158.9,0
5958,2020-09-07,Kalimantan Selatan,77,2,49,26,8837,371,6850,1616,38744,4023049,103.84,0
5959,2020-09-07,Lampung,3,2,0,1,455,22,345,88,34624,9095591,262.7,0
5961,2020-09-07,Nusa Tenggara Timur,0,1,0,-1,206,3,171,32,48718,5411321,111.07,0
5962,2020-09-07,Papua Barat,32,0,8,24,940,17,630,293,102955,1140701,11.08,1
5963,2020-09-07,DKI Jakarta,1046,22,662,362,47377,1307,35581,10489,664,10846145,16334.31,0
5964,2020-09-07,Kalimantan Tengah,67,2,0,65,2807,112,2195,500,153565,2570289,16.74,1
5965,2020-09-07,Banten,75,1,51,23,3228,143,2718,367,9663,10722374,1109.64,0
5966,2020-09-07,Sulawesi Selatan,11,1,82,-72,12570,370,9705,2495,46717,9426885,201.78,0
5967,2020-09-07,Jawa Tengah,265,6,163,96,18660,1403,12804,4453,32801,36364072,1108.64,1
5968,2020-09-07,Sumatera Utara,92,4,93,-5,7725,339,4643,2743,72981,14874889,203.82,1
5969,2020-09-07,Sumatera Barat,44,1,57,-14,2795,61,1515,1219,42013,5519245,131.37,0
5970,2020-09-07,Kalimantan Timur,62,3,10,49,5188,218,2967,2003,129067,3552191,27.52,0
5971,2020-09-07,Sulawesi Utara,1,1,52,-52,4002,160,3012,830,13892,2641884,190.17,0
5972,2020-09-07,Kalimantan Barat,0,0,0,0,704,6,616,82,147307,5422814,36.81,0
5973,2020-09-07,Sulawesi Barat,0,0,3,-3,419,7,302,110,16787,1559984,92.93,0
5974,2020-09-07,Sumatera Selatan,70,3,30,37,4745,281,3411,1053,91592,8217551,89.72,1
5975,2020-09-07,Bali,173,3,17,153,6381,37,1381,4963,5780,4216171,729.43,1
5976,2020-09-07,Gorontalo,15,0,26,-11,2201,59,1905,237,11257,1180651,104.88,1
5977,2020-09-07,Riau,136,2,49,85,2727,49,1306,1372,87024,6074100,69.8,0
5978,2020-09-07,Kepulauan Riau,53,2,52,-1,1237,43,651,543,8202,1929400,235.24,0
5979,2020-09-07,Kalimantan Utara,5,0,1,4,448,2,360,86,75468,648407,8.59,0
5980,2020-09-07,Aceh,19,3,0,16,2042,78,435,1529,57956,5247257,90.54,0
5981,2020-09-07,Sulawesi Tengah,0,0,2,-2,252,11,226,15,61841,2955567,47.79,0
5982,2020-09-07,Maluku,20,0,29,-9,2164,36,1318,810,46914,1847097,39.37,0
5983,2020-09-07,Jawa Barat,206,6,138,62,13531,323,7301,5907,35378,45161325,1276.55,1
5984,2020-09-07,Maluku Utara,9,1,0,8,1896,67,1583,246,31983,1307803,40.89,0
5985,2020-09-07,Sulawesi Tenggara,0,0,51,-51,1705,37,1170,498,38068,2635461,69.23,0
5986,2020-09-07,Nusa Tenggara Barat,8,1,16,-9,2855,169,2190,496,18572,5270247,283.77,0
5987,2020-09-07,Bengkulu,0,0,10,-10,391,26,198,167,19919,1999539,100.38,0
5988,2020-09-07,Daerah Istimewa Yogyakarta,14,0,32,-18,1571,46,1190,335,3133,3631015,1158.9,1
5989,2020-09-07,Jawa Timur,290,26,376,-112,35606,3015,29207,3384,47803,40479023,846.78,0
5990,2020-09-07,Kepulauan Bangka Belitung,0,0,0,0,244,2,232,10,16424,1379767,84.01,0
5991,2020-09-07,Jambi,0,0,0,0,304,6,181,117,50058,3493357,69.79,0
5992,2020-09-07,Papua,74,2,38,34,4148,51,3293,804,319036,4340348,13.6,0
5993,2020-09-08,Gorontalo,24,1,11,12,2225,60,1916,249,11257,1180651,104.88,1
5994,2020-09-08,Nusa Tenggara Timur,3,0,0,3,209,3,171,35,48718,5411321,111.07,0
5995,2020-09-08,Sulawesi Selatan,50,1,104,-55,12620,371,9809,2440,46717,9426885,201.78,1
5996,2020-09-08,Jawa Tengah,242,6,152,84,18902,1409,12956,4537,32801,36364072,1108.64,0
5997,2020-09-08,Jawa Timur,425,27,348,50,36031,3042,29555,3434,47803,40479023,846.78,1
5998,2020-09-08,Kepulauan Riau,24,1,6,17,1261,44,657,560,8202,1929400,235.24,0
5999,2020-09-08,Kalimantan Selatan,66,1,38,27,8903,372,6888,1643,38744,4023049,103.84,0
6000,2020-09-08,Sumatera Barat,115,0,53,62,2910,61,1568,1281,42013,5519245,131.37,1
6001,2020-09-08,Maluku Utara,4,1,0,3,1900,68,1583,249,31983,1307803,40.89,0
6002,2020-09-08,Kalimantan Tengah,0,0,0,0,2807,112,2195,500,153565,2570289,16.74,0
6003,2020-09-08,Papua,14,0,24,-10,4162,51,3317,794,319036,4340348,13.6,0
6004,2020-09-08,Kalimantan Timur,87,8,56,23,5275,226,3023,2026,129067,3552191,27.52,1
6005,2020-09-08,DKI Jakarta,1014,21,931,62,48391,1328,36512,10551,664,10846145,16334.31,0
6006,2020-09-08,Jawa Barat,351,5,96,250,13882,328,7397,6157,35378,45161325,1276.55,1
6007,2020-09-08,Sumatera Selatan,41,2,32,7,4786,283,3443,1060,91592,8217551,89.72,0
6008,2020-09-08,Bali,164,2,4,158,6545,39,1385,5121,5780,4216171,729.43,0
6009,2020-09-08,Riau,113,3,42,68,2840,52,1348,1440,87024,6074100,69.8,0
6010,2020-09-08,Kalimantan Utara,7,0,7,0,455,2,367,86,75468,648407,8.59,1
6011,2020-09-08,Aceh,12,2,58,-48,2054,80,493,1481,57956,5247257,90.54,0
6012,2020-09-08,Sulawesi Tengah,5,0,0,5,257,11,226,20,61841,2955567,47.79,0
6013,2020-09-08,Papua Barat,1,0,3,-2,941,17,633,291,102955,1140701,11.08,0
6014,2020-09-08,Nusa Tenggara Barat,20,2,19,-1,2875,171,2209,495,18572,5270247,283.77,1
6015,2020-09-08,Kepulauan Bangka Belitung,7,0,4,3,251,2,236,13,16424,1379767,84.01,0
6016,2020-09-08,Sulawesi Tenggara,11,1,23,-13,1716,38,1193,485,38068,2635461,69.23,0
6017,2020-09-08,Maluku,42,0,47,-5,2206,36,1365,805,46914,1847097,39.37,1
6018,2020-09-08,Sulawesi Utara,21,0,18,3,4023,160,3030,833,13892,2641884,190.17,1
6019,2020-09-08,Lampung,11,0,6,5,466,22,351,93,34624,9095591,262.7,1
6020,2020-09-08,Jambi,0,0,0,0,304,6,181,117,50058,3493357,69.79,0
6021,2020-09-08,Sumatera Utara,107,3,86,18,7832,342,4729,2761,72981,14874889,203.82,1
6022,2020-09-08,Banten,57,2,48,7,3285,145,2766,374,9663,10722374,1109.64,0
6023,2020-09-08,Bengkulu,3,0,0,3,394,26,198,170,19919,1999539,100.38,0
6024,2020-09-08,Sulawesi Barat,16,0,4,12,435,7,306,122,16787,1559984,92.93,0
6025,2020-09-08,Kalimantan Barat,7,0,5,2,711,6,621,84,147307,5422814,36.81,0
6026,2020-09-08,Daerah Istimewa Yogyakarta,24,1,27,-4,1595,47,1217,331,3133,3631015,1158.9,1
6028,2020-09-09,Banten,37,5,53,-21,3322,150,2819,353,9663,10722374,1109.64,0
6029,2020-09-09,Sulawesi Selatan,146,1,40,105,12766,372,9849,2545,46717,9426885,201.78,1
6030,2020-09-09,Riau,141,3,82,56,2981,55,1430,1496,87024,6074100,69.8,1
6031,2020-09-09,Kalimantan Barat,12,0,2,10,723,6,623,94,147307,5422814,36.81,1
6032,2020-09-09,Sulawesi Tengah,4,0,2,2,261,11,228,22,61841,2955567,47.79,0
6033,2020-09-09,Jawa Timur,356,38,391,-73,36387,3080,29946,3361,47803,40479023,846.78,0
6034,2020-09-09,Nusa Tenggara Barat,15,0,25,-10,2890,171,2234,485,18572,5270247,283.77,0
6035,2020-09-09,Gorontalo,16,0,7,9,2241,60,1923,258,11257,1180651,104.88,0
6036,2020-09-09,Sumatera Barat,110,2,65,43,3020,63,1633,1324,42013,5519245,131.37,0
6037,2020-09-09,Maluku,21,0,11,10,2227,36,1376,815,46914,1847097,39.37,0
6038,2020-09-09,DKI Jakarta,1004,17,844,143,49395,1345,37356,10694,664,10846145,16334.31,0
6039,2020-09-09,Daerah Istimewa Yogyakarta,50,1,52,-3,1645,48,1269,328,3133,3631015,1158.9,1
6040,2020-09-09,Nusa Tenggara Timur,4,1,0,3,213,4,171,38,48718,5411321,111.07,1
6042,2020-09-09,Sulawesi Utara,22,0,24,-2,4045,160,3054,831,13892,2641884,190.17,1
6043,2020-09-09,Lampung,22,1,10,11,488,23,361,104,34624,9095591,262.7,1
6044,2020-09-09,Sulawesi Tenggara,24,1,29,-6,1740,39,1222,479,38068,2635461,69.23,1
6045,2020-09-09,Papua,0,0,0,0,4162,51,3317,794,319036,4340348,13.6,0
6046,2020-09-09,Kepulauan Bangka Belitung,2,0,0,2,253,2,236,15,16424,1379767,84.01,0
6047,2020-09-09,Sumatera Utara,132,1,91,40,7964,343,4820,2801,72981,14874889,203.82,1
6048,2020-09-09,Jambi,4,0,6,-2,308,6,187,115,50058,3493357,69.79,0
6049,2020-09-09,Papua Barat,18,0,12,6,959,17,645,297,102955,1140701,11.08,1
6050,2020-09-09,Kalimantan Utara,1,0,1,0,456,2,368,86,75468,648407,8.59,0
6051,2020-09-09,Kepulauan Riau,52,0,1,51,1313,44,658,611,8202,1929400,235.24,1
6052,2020-09-09,Aceh,98,1,9,88,2152,81,502,1569,57956,5247257,90.54,1
6053,2020-09-09,Kalimantan Tengah,44,1,14,29,2851,113,2209,529,153565,2570289,16.74,0
6054,2020-09-09,Sulawesi Barat,15,0,12,3,450,7,318,125,16787,1559984,92.93,0
6055,2020-09-09,Jawa Barat,322,7,80,235,14204,335,7477,6392,35378,45161325,1276.55,0
6056,2020-09-09,Maluku Utara,10,2,0,8,1910,70,1583,257,31983,1307803,40.89,1
6057,2020-09-09,Bengkulu,3,0,5,-2,397,26,203,168,19919,1999539,100.38,1
6058,2020-09-09,Bali,173,1,12,160,6718,40,1397,5281,5780,4216171,729.43,1
6059,2020-09-09,Kalimantan Selatan,99,1,106,-8,9002,373,6994,1635,38744,4023049,103.84,1
6060,2020-09-09,Jawa Tengah,283,11,165,107,19185,1420,13121,4644,32801,36364072,1108.64,1
6061,2020-09-09,Kalimantan Timur,80,2,97,-19,5355,228,3120,2007,129067,3552191,27.52,0
6062,2020-09-09,Sumatera Selatan,38,5,27,6,4824,288,3470,1066,91592,8217551,89.72,0
6063,2020-09-10,Sulawesi Utara,18,0,36,-18,4063,160,3090,813,13892,2641884,190.17,0
6064,2020-09-10,Daerah Istimewa Yogyakarta,50,1,30,19,1695,49,1299,347,3133,3631015,1158.9,1
6065,2020-09-10,Lampung,21,0,2,19,509,23,363,123,34624,9095591,262.7,0
6066,2020-09-10,Sulawesi Tenggara,26,2,11,13,1766,41,1233,492,38068,2635461,69.23,1
6067,2020-09-10,Sumatera Selatan,66,5,19,42,4890,293,3489,1108,91592,8217551,89.72,1
6068,2020-09-10,Papua Barat,11,0,4,7,970,17,649,304,102955,1140701,11.08,0
6069,2020-09-10,Riau,198,3,61,134,3179,58,1491,1630,87024,6074100,69.8,1
6070,2020-09-10,Kepulauan Bangka Belitung,11,1,2,8,264,3,238,23,16424,1379767,84.01,1
6071,2020-09-10,Sulawesi Tengah,0,0,1,-1,261,11,229,21,61841,2955567,47.79,0
6072,2020-09-10,Papua,113,2,21,90,4275,53,3338,884,319036,4340348,13.6,0
6073,2020-09-10,Kalimantan Barat,5,0,0,5,728,6,623,99,147307,5422814,36.81,0
6074,2020-09-10,Bali,111,2,11,98,6829,42,1408,5379,5780,4216171,729.43,0
6075,2020-09-10,Jawa Barat,380,1,23,356,14584,336,7500,6748,35378,45161325,1276.55,1
6076,2020-09-10,Nusa Tenggara Barat,11,0,31,-20,2901,171,2265,465,18572,5270247,283.77,0
6077,2020-09-10,Aceh,106,2,1,103,2258,83,503,1672,57956,5247257,90.54,1
6079,2020-09-10,Nusa Tenggara Timur,0,0,0,0,213,4,171,38,48718,5411321,111.07,0
6080,2020-09-10,Bengkulu,3,1,8,-6,400,27,211,162,19919,1999539,100.38,1
6081,2020-09-10,Gorontalo,28,1,28,-1,2269,61,1951,257,11257,1180651,104.88,1
6082,2020-09-10,Maluku Utara,1,1,0,0,1911,71,1583,257,31983,1307803,40.89,0
6083,2020-09-10,Kalimantan Selatan,77,6,138,-67,9079,379,7132,1568,38744,4023049,103.84,0
6084,2020-09-10,Jawa Timur,370,27,315,28,36757,3107,30261,3389,47803,40479023,846.78,1
6085,2020-09-10,Jawa Tengah,366,19,133,214,19551,1439,13254,4858,32801,36364072,1108.64,1
6086,2020-09-10,Sulawesi Selatan,133,0,1,132,12899,372,9850,2677,46717,9426885,201.78,0
6087,2020-09-10,Kalimantan Tengah,36,1,30,5,2887,114,2239,534,153565,2570289,16.74,0
6088,2020-09-10,Kepulauan Riau,28,1,1,26,1341,45,659,637,8202,1929400,235.24,0
6089,2020-09-10,Sulawesi Barat,6,0,8,-2,456,7,326,123,16787,1559984,92.93,0
6090,2020-09-10,Sumatera Barat,104,0,61,43,3124,63,1694,1367,42013,5519245,131.37,0
6091,2020-09-10,DKI Jakarta,1274,17,1008,249,50669,1362,38364,10943,664,10846145,16334.31,1
6092,2020-09-10,Kalimantan Timur,90,3,132,-45,5445,231,3252,1962,129067,3552191,27.52,1
6093,2020-09-10,Kalimantan Utara,2,0,6,-4,458,2,374,82,75468,648407,8.59,1
6094,2020-09-10,Sumatera Utara,146,3,61,82,8110,346,4881,2883,72981,14874889,203.82,1
6095,2020-09-10,Jambi,1,1,25,-25,309,7,212,90,50058,3493357,69.79,0
6096,2020-09-10,Maluku,21,0,0,21,2248,36,1376,836,46914,1847097,39.37,1
6097,2020-09-10,Banten,42,5,66,-29,3364,155,2885,324,9663,10722374,1109.64,1
6099,2020-09-11,Sumatera Selatan,55,1,67,-13,4945,294,3556,1095,91592,8217551,89.72,0
6100,2020-09-11,Kepulauan Riau,17,0,70,-53,1358,45,729,584,8202,1929400,235.24,0
6101,2020-09-11,Jambi,5,1,10,-6,314,8,222,84,50058,3493357,69.79,1
6102,2020-09-11,Maluku Utara,7,0,5,2,1918,71,1588,259,31983,1307803,40.89,1
6103,2020-09-11,Aceh,145,2,2,141,2403,85,505,1813,57956,5247257,90.54,1
6104,2020-09-11,Jawa Tengah,573,5,195,373,20124,1444,13449,5231,32801,36364072,1108.64,1
6105,2020-09-11,Papua Barat,49,2,17,30,1019,19,666,334,102955,1140701,11.08,1
6106,2020-09-11,Maluku,117,0,38,79,2365,36,1414,915,46914,1847097,39.37,1
6107,2020-09-11,Lampung,2,0,3,-1,511,23,366,122,34624,9095591,262.7,0
6108,2020-09-11,Banten,48,4,84,-40,3412,159,2969,284,9663,10722374,1109.64,1
6109,2020-09-11,Jawa Timur,369,34,359,-24,37126,3141,30620,3365,47803,40479023,846.78,0
6110,2020-09-11,Sumatera Barat,37,0,50,-13,3161,63,1744,1354,42013,5519245,131.37,0
6111,2020-09-11,Sulawesi Utara,21,0,26,-5,4084,160,3116,808,13892,2641884,190.17,1
6112,2020-09-11,Nusa Tenggara Timur,0,0,0,0,213,4,171,38,48718,5411321,111.07,0
6113,2020-09-11,Bengkulu,30,1,0,29,430,28,211,191,19919,1999539,100.38,1
6114,2020-09-11,Kalimantan Selatan,73,1,101,-29,9152,380,7233,1539,38744,4023049,103.84,0
6115,2020-09-11,Kalimantan Tengah,33,0,10,23,2920,114,2249,557,153565,2570289,16.74,0
6116,2020-09-11,Kalimantan Timur,153,3,101,49,5598,234,3353,2011,129067,3552191,27.52,1
6117,2020-09-11,Sulawesi Selatan,162,1,139,22,13061,373,9989,2699,46717,9426885,201.78,1
6118,2020-09-11,DKI Jakarta,964,17,904,43,51633,1379,39268,10986,664,10846145,16334.31,0
6119,2020-09-11,Kalimantan Utara,2,0,4,-2,460,2,378,80,75468,648407,8.59,1
6120,2020-09-11,Sumatera Utara,131,3,75,53,8241,349,4956,2936,72981,14874889,203.82,0
6121,2020-09-11,Sulawesi Barat,3,0,5,-2,459,7,331,121,16787,1559984,92.93,0
6122,2020-09-11,Sulawesi Tenggara,33,0,33,0,1799,41,1266,492,38068,2635461,69.23,1
6123,2020-09-11,Kepulauan Bangka Belitung,7,0,0,7,271,3,238,30,16424,1379767,84.01,0
6124,2020-09-11,Papua,54,2,26,26,4329,55,3364,910,319036,4340348,13.6,0
6125,2020-09-11,Gorontalo,2,1,8,-7,2271,62,1959,250,11257,1180651,104.88,0
6126,2020-09-11,Daerah Istimewa Yogyakarta,49,1,15,33,1744,50,1314,380,3133,3631015,1158.9,0
6127,2020-09-11,Kalimantan Barat,8,0,23,-15,736,6,646,84,147307,5422814,36.81,1
6128,2020-09-11,Riau,183,0,70,113,3362,58,1561,1743,87024,6074100,69.8,0
6129,2020-09-11,Nusa Tenggara Barat,9,1,19,-11,2910,172,2284,454,18572,5270247,283.77,0
6130,2020-09-11,Sulawesi Tengah,7,0,0,7,268,11,229,28,61841,2955567,47.79,0
6131,2020-09-11,Jawa Barat,268,3,101,164,14852,339,7601,6912,35378,45161325,1276.55,0
6132,2020-09-11,Bali,143,0,8,135,6972,42,1416,5514,5780,4216171,729.43,1
6133,2020-09-12,Aceh,124,0,1,123,2527,85,506,1936,57956,5247257,90.54,0
6134,2020-09-12,Bengkulu,28,2,0,26,458,30,211,217,19919,1999539,100.38,0
6135,2020-09-12,Sumatera Selatan,73,3,48,22,5018,297,3604,1117,91592,8217551,89.72,1
6136,2020-09-12,Maluku Utara,3,0,0,3,1921,71,1588,262,31983,1307803,40.89,0
6137,2020-09-12,Kalimantan Selatan,96,5,84,7,9248,385,7317,1546,38744,4023049,103.84,1
6138,2020-09-12,Daerah Istimewa Yogyakarta,43,0,12,31,1787,50,1326,411,3133,3631015,1158.9,0
